"submission_id","LoadT_main","LoadT_submit","age","assess","assignmentId","author","browser","chain","comments","deadend","description","education","endTime","enjoyment","experiment_id","familiar","gender","generation","languages","os","reproduction","startDate","startTime","story_text","story_title","timeSpent","trial_number","trial_type"
7,NA,223,25,"Yes","35DR22AR5ESAHSDEWZJXEHIUYGFX3D","ЕК","Firefox","AEBlCauZoQcKDBVr",NA,"false","IteratedNarration_Pilot03",2,1528735955501,1,"IteratedNarration_Pilot03","No","Male",1,"English","Windows","A woman slipped through a airport security and boarded the plane and also checked out during screening. The woman could be fined and convicted for charges.","Mon Jun 11 2018 12:48:34 GMT-0400 (Eastern Daylight Time)",1528735714558,"On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight",4.01571666666667,1,"reproductionDemo"
7,241,223,25,"Yes","35DR22AR5ESAHSDEWZJXEHIUYGFX3D","ЕК","Firefox","9FZgt9DGBm2z2ccP",NA,"false","IteratedNarration_Pilot03",2,1528735955501,1,"IteratedNarration_Pilot03","No","Male",1,"English","Windows","A criminal broke into a house and destroyed beehives. Trashing their entire place. If found guilty they could face a $10,000 fine and be sentenced to time in prison.","Mon Jun 11 2018 12:48:34 GMT-0400 (Eastern Daylight Time)",1528735714558,"In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees",4.01571666666667,2,"reproductionDemo"
6,NA,231,37,"Yes","3AZHRG4CU5S2K273TNUQ53VJO9V03M","ЕК","Chrome","AlrPwDTqMjtqGuiQ",NA,"false","IteratedNarration_Pilot03",3,1528735953833,2,"IteratedNarration_Pilot03","No","Female",1,"English","Windows","On January 15, 2018 a 66 year old woman without a ticket managed to get on a plane headed to London. She was stopped in Connecticut but was able to get on a shuttle to the international gate. She boarded the plane to London and was stopped at Heathrow airport. She was detained and is being charged with trespassing.","Mon Jun 11 2018 12:45:53 GMT-0400 (Eastern Daylight Time)",1528735553438,"On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight",6.67325,1,"reproductionDemo"
6,NA,231,37,"Yes","3AZHRG4CU5S2K273TNUQ53VJO9V03M","ЕК","Chrome","wuX2BESmRY2Wu5iA",NA,"false","IteratedNarration_Pilot03",3,1528735953833,2,"IteratedNarration_Pilot03","No","Female",1,"English","Windows","In December of 2017, and Iowa couple went to check on their 50 beehives and discovered that someone had destroyed the beehives and the equipment. Nearly half a million bees were killed and there was $60,000 of equipment damage. Three weeks later 2 boys, ages 12 and 13, were accused of the crimes and charged with criminal mischief, causing damage to agricultural or animal facility and burglary. Since they are minors they face $10,000 fine or 10 years in a juvenile detention center.","Mon Jun 11 2018 12:45:53 GMT-0400 (Eastern Daylight Time)",1528735553438,"In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees",6.67325,2,"reproductionDemo"
5,294,269,32,"Yes","3LOZAJ85YELLWAHVSZ5SV7D2S2FX22","ЕК","Chrome","W7DjJeTvpytE2TPr",NA,"false","IteratedNarration_Pilot03",3,1528735927097,1,"IteratedNarration_Pilot03","No","Male",2,"English","Windows","A woman who was 66 years old tried to get on a flight but didn't have a passport.  She tried to hide her face so she could get on, but ultimately she got charged with trespassing.","Mon Jun 11 2018 11:49:57 GMT-0500 (Central Daylight Time)",1528735797495,"A 66 year old women without a ticket or passport took a flight from chicago to London. She got passed the gates by hiding her face with her hair. She tried to board a flight to Connecticut but couldn't. She got charged with theft and trespassing.","flight",2.16003333333333,1,"reproductionDemo"
5,82,269,32,"Yes","3LOZAJ85YELLWAHVSZ5SV7D2S2FX22","ЕК","Chrome","3bTcdjYybLWItxzB",NA,"false","IteratedNarration_Pilot03",3,1528735927097,1,"IteratedNarration_Pilot03","No","Male",1,"English","Windows","A couple from Iowa kept bees and one day saw their bees were all smashed up.  Some 12 year old boys were later charged with all the damages caused.  They are minors so aren't being charged as adults, but still face hefty fines and up to 10 years in prison.","Mon Jun 11 2018 11:49:57 GMT-0500 (Central Daylight Time)",1528735797495,"In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees",2.16003333333333,2,"reproductionDemo"
4,NA,223,25,"Yes","35H6S234SB80CSGM9VY0T13UF8856I","ЕК","Chrome","Z9LgzXxxlAjAvH17","N/A","false","IteratedNarration_Pilot03",-1,1528735883891,1,"IteratedNarration_Pilot03","No","Male",1,"English","Windows","In 2018 a woman slipped through airport security without a ticket and got aboard. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","Mon Jun 11 2018 12:44:36 GMT-0400 (Eastern Daylight Time)",1528735476088,"On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight",6.79671666666667,1,"reproductionDemo"
4,NA,223,25,"Yes","35H6S234SB80CSGM9VY0T13UF8856I","ЕК","Chrome","oskgt0kkV8KJPYMb","N/A","false","IteratedNarration_Pilot03",-1,1528735883891,1,"IteratedNarration_Pilot03","No","Male",1,"English","Windows","December 2017, a couple in Iowa checked on their 50 beehives that they had when they found out a very tragic incident. Someone had trashed their entire place and killed the bee's","Mon Jun 11 2018 12:44:36 GMT-0400 (Eastern Daylight Time)",1528735476088,"In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees",6.79671666666667,2,"reproductionDemo"
3,NA,154,36,"Yes","3U4J9857OFJL58B0TFU5213IKFE7BK","ЕК","Chrome","GmhwxCJsnqAm6zr3",NA,"false","IteratedNarration_Pilot03",3,1528735859541,1,"IteratedNarration_Pilot03","No","Female",1,"english","Windows","On a December day a few years ago a couple went to check on their beehives. They discovered someone had smashed their bee hives and caused all their bees to perish. There was 60,000 dollars in damages done to their property. Two boys, 12 and 13 ended up being charged with the crime.","Mon Jun 11 2018 12:45:54 GMT-0400 (Eastern Daylight Time)",1528735554868,"In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees",5.07788333333333,1,"reproductionDemo"
3,NA,154,36,"Yes","3U4J9857OFJL58B0TFU5213IKFE7BK","ЕК","Chrome","jtyag5TBkfuHm9XN",NA,"false","IteratedNarration_Pilot03",3,1528735859541,1,"IteratedNarration_Pilot03","No","Female",1,"english","Windows","In January 2018 a woman managed to sneak on a flight to London with no ticket or passport. She had managed to sneak past a couple agents by hiding her face with her hair. She was detained and spent a night in an airport and the next day she managed to sneak on a flight to London. She was caught, arrested and charged with theft.","Mon Jun 11 2018 12:45:54 GMT-0400 (Eastern Daylight Time)",1528735554868,"On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight",5.07788333333333,2,"reproductionDemo"
2,NA,1387,24,"Yes","3UXUOQ9OKF5GMY68N1U97QJC2XT7AP","ЕК","Chrome","HKqJtZdFV1Pa8KLz",NA,"false","IteratedNarration_Pilot03",3,1528735844076,1,"IteratedNarration_Pilot03","No","Male",1,"English","Linux","A couple was eagerly going to check on their 50 beehives qhen they were unfortunately surprised to see that their assets were vandalized and destroyed. They lost about 60,000 dollars in damages and half a million bees. Later 2 boys aged 12 and 13 were arrested for the crime. They faced charges of 10,000 in fines and up to 10 years in juvenile prison.","Mon Jun 11 2018 11:43:06 GMT-0500 (Central Daylight Time)",1528735386754,"In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees",7.62203333333333,1,"reproductionDemo"
2,NA,1387,24,"Yes","3UXUOQ9OKF5GMY68N1U97QJC2XT7AP","ЕК","Chrome","ZMwEp4se8mvQ7v1Q",NA,"false","IteratedNarration_Pilot03",3,1528735844076,1,"IteratedNarration_Pilot03","No","Male",1,"English","Linux","An older lady managed to slip through the security in the Chicago airport and took a flight to London. There she was detained by authorities there and she was sent back to the United States where she was charged with theft and misdemeanor.","Mon Jun 11 2018 11:43:06 GMT-0500 (Central Daylight Time)",1528735386754,"On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight",7.62203333333333,2,"reproductionDemo"
1,NA,NA,27,"Yes","3I33IC7ZWGA90X92HPDEBZ24RH72A4","ЕК","Chrome","mJuhmC1erXP8pJnM",NA,"false","IteratedNarration_Pilot03",3,1528735775217,1,"IteratedNarration_Pilot03","No","Male",1,"English","Windows","One morning beekeepers wake up to find most of their bees dead. The equipment was smashed up and tipped over. There was $50,000 in property damage. Two boys were arrested ages 12 and 13. Since they are minors they are being charged in juvenile court. They are facing up to 10 years in prison.","Mon Jun 11 2018 12:41:19 GMT-0400 (Eastern Daylight Time)",1528735279320,"In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees",8.26495,1,"reproductionDemo"
1,NA,NA,27,"Yes","3I33IC7ZWGA90X92HPDEBZ24RH72A4","ЕК","Chrome","W7DjJeTvpytE2TPr",NA,"false","IteratedNarration_Pilot03",3,1528735775217,1,"IteratedNarration_Pilot03","No","Male",1,"English","Windows","A 66 year old women without a ticket or passport took a flight from chicago to London. She got passed the gates by hiding her face with her hair. She tried to board a flight to Connecticut but couldn't. She got charged with theft and trespassing.","Mon Jun 11 2018 12:41:19 GMT-0400 (Eastern Daylight Time)",1528735279320,"On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight",8.26495,2,"reproductionDemo"
