submission_id,LoadT_main,LoadT_submit,age,author,browser,chain,comments,deadend,description,endTime,experiment_id,generation,languages,os,reproduction,startDate,startTime,story_text,story_title,student_id,timeSpent,trial_number,trial_type
83,779,305,22,EK,Safari,WNCGbv5IzRGdXBFk,,false,IteratedNarrationDemoPilot,1527005225105,IteratedNarrationDemo,4,German,Mac,"2 Indians went to a river to hunt seals. They saw a canoe and tried to hide from the men in the canoe. He was on the way to a war and asked them if they want to join him. One of them refused, the other agreed to join him. They raided a village and apparently the one Indian got hit. But he felt nothing and thought he was a ghost. The next day he died, and something black came out of his mouth.",Tue May 22 2018 18:01:30 GMT+0200 (CEST),1527004890513,"2 Indians went to a river to hunt seals. They saw a canoe and tried to hide from the man in the canoe, but he saw them. He was on his way to war and asked them whether they'd like to join him. One Indian refused, the other agreed to go with him. They raided a village and the Indian man was apparently hit. He did not feel anything, he thought he was a ghost. The next morning the Indian man was dead, with something black coming out of his mouth.",bartlett,968789,5.576533333333333,1,reproductionDemo
83,813,305,22,EK,Safari,CmCWT6nZKQ4BPSq7,,true,IteratedNarrationDemoPilot,1527005225105,IteratedNarrationDemo,7,German,Mac,"A couple of 50 bee hives. 2 children, 12 and 13, destroyed them. They will now go to prison ",Tue May 22 2018 18:01:30 GMT+0200 (CEST),1527004890513,"A couple has 50 bee hives. Two children, 12 and 13, destroyed them. They will now get to prison.",bees,968789,5.576533333333333,2,reproductionDemo
83,681,305,22,EK,Safari,fiZNFsVLCbzaW3Zk,,false,IteratedNarrationDemoPilot,1527005225105,IteratedNarrationDemo,3,German,Mac,A woman was caught trying to board a flight without paying.,Tue May 22 2018 18:01:30 GMT+0200 (CEST),1527004890513,A woman was caught trying to board a flight without paying.,flight,968789,5.576533333333333,3,reproductionDemo
82,3718,831,19,EK,Chrome,vgYYyzuyiXrkQL8P,,false,IteratedNarrationDemoPilot,1527004957399,IteratedNarrationDemo,4,"English, German",Windows,not having a passport or a ticket.,Tue May 22 2018 17:50:08 GMT+0200 (Mitteleuropäische Sommerzeit),1527004208479,"On January 15th 2018, a woman tried to get on a plane from Chicago to London. She didn't had a passport nor a ticket. She tried to hide her face with her hair but she was caught by some police officers. She could escape during the night and take a shuttle bus to London. She is now accused of",flight,973122,12.482,1,reproductionDemo
82,759,831,19,EK,Chrome,5PvSVOdmzbtPghnM,,false,IteratedNarrationDemoPilot,1527004957399,IteratedNarrationDemo,5,"English, German",Windows,from fighting with one of the soldiers.,Tue May 22 2018 17:50:08 GMT+0200 (Mitteleuropäische Sommerzeit),1527004208479,"Two men from edugak walked near a river, when they met 5 soldiers. The soldiers persuaded one of the two to fight with them. Many people were killed but the man from esugak came back I uninjured. He reported feeling well but also that he saw the other men as ghosts. The next day he died and something black came out of his mouth ",bartlett,973122,12.482,2,reproductionDemo
82,782,831,19,EK,Chrome,5yIoR4WJdN7mvuRH,,false,IteratedNarrationDemoPilot,1527004957399,IteratedNarrationDemo,5,"English, German",Windows,for stealing something from the bee keepers.,Tue May 22 2018 17:50:08 GMT+0200 (Mitteleuropäische Sommerzeit),1527004208479,"A bee keeping family reported that someone committed a crime against them, resulting in 60k$ lost. 2 year later, a 13 and 14 year old boys were accused of the action, were sent to jail and had to pay 10k$ each",bees,973122,12.482,3,reproductionDemo
81,6862,1791,22,EK,Safari,Ap545tdVh7Xo0qlh,,false,IteratedNarrationDemoPilot,1527003905105,IteratedNarrationDemo,4,German,Mac,in December 2017 a family lost their beehives. It was a damage of 60000$. It was found that the crime had been committed by two boys who were minors which is why they could not go to prison. ,Tue May 22 2018 17:39:34 GMT+0200 (CEST),1527003574468,"in december 2017 a couple realized that one of their 50 beehives was destroyed and a total damage of 60000$. Besides that, half of the bees died. Later, they found out that two boy, aged 12 and 13, comitted the crime. Because they are minor, the come had to go in prison for 9 months or pay 10000$.",bees,972229,5.5106166666666665,1,reproductionDemo
81,1038,1791,22,EK,Safari,fiZNFsVLCbzaW3Zk,,false,IteratedNarrationDemoPilot,1527003905105,IteratedNarrationDemo,2,German,Mac,A woman was caught trying to board a flight without paying.,Tue May 22 2018 17:39:34 GMT+0200 (CEST),1527003574468,A woman was caught trying to board a flight without paying,flight,972229,5.5106166666666665,2,reproductionDemo
81,282,1791,22,EK,Safari,WNCGbv5IzRGdXBFk,,false,IteratedNarrationDemoPilot,1527003905105,IteratedNarrationDemo,3,German,Mac,"2 Indians went to a river to hunt seals. They saw a canoe and tried to hide from the man in the canoe, but he saw them. He was on his way to war and asked them whether they'd like to join him. One Indian refused, the other agreed to go with him. They raided a village and the Indian man was apparently hit. He did not feel anything, he thought he was a ghost. The next morning the Indian man was dead, with something black coming out of his mouth.",Tue May 22 2018 17:39:34 GMT+0200 (CEST),1527003574468,"2 Indians went to a river (?) to hunt seal, where they saw a canoe. They tried to hide but were noticed by the man in the canoe, who was heading to war and asked the Indians whether they would like to join him. One of the Indians agreed, while the other refused. The Indian and the man raided a village, but the Indian man was apparently hit. The Indian man didn't feel anything and thought he had become a ghost. The next day, the Indian man died with something black coming out of his mouth",bartlett,972229,5.5106166666666665,3,reproductionDemo
80,1229,1106,18,EK,Chrome,HjqEefhI3OPExmBj,,false,IteratedNarrationDemoPilot,1527003468164,IteratedNarrationDemo,1,German,Windows,"On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.",Tue May 22 2018 17:36:14 GMT+0200 (Mitteleuropäische Sommerzeit),1527003374871,"On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.",flight,980352,1.5548833333333334,1,reproductionDemo
80,259,1106,18,EK,Chrome,CmCWT6nZKQ4BPSq7,,false,IteratedNarrationDemoPilot,1527003468164,IteratedNarrationDemo,6,German,Windows,"A couple has 50 bee hives. Two children, 12 and 13, destroyed them. They will now get to prison.",Tue May 22 2018 17:36:14 GMT+0200 (Mitteleuropäische Sommerzeit),1527003374871,"A couple has 50 bee hives. Two children, 12 and 13, destroyed them. They will now get to prison.",bees,980352,1.5548833333333334,2,reproductionDemo
80,210,1106,18,EK,Chrome,fP2DmesttnuSMqyf,,false,IteratedNarrationDemoPilot,1527003468164,IteratedNarrationDemo,2,German,Windows,"One night young men were together at the river. They heard war noise and thought there might be a war party going on. Then they saw a canoe with men in it who asked: ""Do you want to join, we will make war onto the people?"". One answered ""I don't have arrows"", ""Arrows are inside the canoe."". The other guy replied ""I cannot come, I have relatives at home. They wouldn't know where I've gone but you might go with them."" So one of them went home but the other guy joined them. When they arrived the war happened and they killed a lot of the people there and a lot of their people got killed. Suddenly the guy heard the guys he fought with say. ""Quick lets leave, the Indian got hit!'. He didn't felt sick, but the others left. He went back to his home and thought hey must have been accompanied by ghosts. In the night he sat together with his friends and told them his story. When finished the sun rose and he fell and some black fluid came out of his mouth. He was dead.",Tue May 22 2018 17:36:14 GMT+0200 (Mitteleuropäische Sommerzeit),1527003374871,"One night young men were together at the river. They heard war noise and thought there might be a war party going on. Then they saw a canoe with men in it who asked: ""Do you want to join, we will make war onto the people?"". One answered ""I don't have arrows"", ""Arrows are inside the canoe."". The other guy replied ""I cannot come, I have relatives at home. They wouldn't know where I've gone but you might go with them."" So one of them went home but the other guy joined them. When they arrived the war happened and they killed a lot of the people there and a lot of their people got killed. Suddenly the guy heard the guys he fought with say. ""Quick lets leave, the Indian got hit!'. He didn't felt sick, but the others left.\nHe went back to his home and thought hey must have been accompanied by ghosts.\nIn the night he sat together with his friends and told them his story. When finished the sun rose and he fell and some black fluid came out of his mouth. He was dead.",bartlett,980352,1.5548833333333334,3,reproductionDemo
79,1462,1861,20,EK,Firefox,WNCGbv5IzRGdXBFk,,true,IteratedNarrationDemoPilot,1527006905892,IteratedNarrationDemo,2,Bulgarian,Windows,"Two Indians went down a river to hunt for seals. They saw two other men in canoes. These two men with canoes looked like they wanted to start a war. So the two other men hid. The two men with canoes finally found the two Indians and asked if they wanted to start a war. One agreed, the other didn't. They fought one day and one night. Suddenly, they heard someone shouting. In the end, one of the Indians was dead.",Tue May 22 2018 17:27:02 GMT+0100,1527006422723,2 Indians went down a river to hunt seals. They saw men arriving in canoes. They looked like they were going to war soon. The 2 men hid themselves. The men in the canoes discovered them and asked them to join them for war. The first said no but the second agreed. They went to attack a village and the fight lasted a day and a night. Someone shouted they had to get back because the Indian was hit. The Indian didn't feel anything. He thought he became a ghost. The next morning he fell down and something black came out of his mouth. He was dead. Everyone was shocked. ,bartlett,972097,8.052816666666667,1,reproductionDemo
79,2190,1861,20,EK,Firefox,UVR5azYWUdQIdNjI,,false,IteratedNarrationDemoPilot,1527006905892,IteratedNarrationDemo,6,Bulgarian,Windows,"December 2017, 60 beheeves, 20 to 100 thousand dollars, 10 to 12 years old",Tue May 22 2018 17:27:02 GMT+0100,1527006422723,Dezember 2017 60 beheeves 20 to 100 thousand dollar 10 to 12 year old,bees,972097,8.052816666666667,2,reproductionDemo
79,930,1861,20,EK,Firefox,Dz4Jslvvz2fvIdTk,,false,IteratedNarrationDemoPilot,1527006905892,IteratedNarrationDemo,3,Bulgarian,Windows,"An old woman is trying to take a flight, but is not permitted as she doesn't have documents and a ticket. She stays at the airport for one night and on the next day from a different terminal she takes off to London. In January, she arrives back at the US and is charged for two crimes.",Tue May 22 2018 17:27:02 GMT+0100,1527006422723,"An old woman ist trying to take a fligth, but is stopped at the airport as she has no passport and flight ticket. She stays at the airport for one night and flys the next day from a different terminal to London. In January she comes back and is charged in the US for two crimes.",flight,972097,8.052816666666667,3,reproductionDemo
78,844,740,21,EK,Firefox,fiZNFsVLCbzaW3Zk,,false,IteratedNarrationDemoPilot,1527003143690,IteratedNarrationDemo,1,German,Linux,A woman was caught trying to board a flight without paying,Tue May 22 2018 17:26:49 GMT+0200 (CEST),1527002809595,"On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.",flight,970140,5.56825,1,reproductionDemo
78,702,740,21,EK,Firefox,5yIoR4WJdN7mvuRH,,false,IteratedNarrationDemoPilot,1527003143690,IteratedNarrationDemo,4,German,Linux,"A bee keeping family reported that someone committed a crime against them, resulting in 60k$ lost. 2 year later, a 13 and 14 year old boys were accused of the action, were sent to jail and had to pay 10k$ each",Tue May 22 2018 17:26:49 GMT+0200 (CEST),1527002809595,"A bee keeping family in Iowa reported that someone broke into their property and caused a loose of 60,000$ and all the bees. A year later two boys(aged 13 and 14) were accused for that with two years in jail and a repayment of 10,000$ each",bees,970140,5.56825,2,reproductionDemo
78,732,740,21,EK,Firefox,WNCGbv5IzRGdXBFk,,false,IteratedNarrationDemoPilot,1527003143690,IteratedNarrationDemo,2,German,Linux,"2 Indians went to a river (?) to hunt seal, where they saw a canoe. They tried to hide but were noticed by the man in the canoe, who was heading to war and asked the Indians whether they would like to join him. One of the Indians agreed, while the other refused. The Indian and the man raided a village, but the Indian man was apparently hit. The Indian man didn't feel anything and thought he had become a ghost. The next day, the Indian man died with something black coming out of his mouth",Tue May 22 2018 17:26:49 GMT+0200 (CEST),1527002809595,2 Indians went down a river to hunt seals. They saw men arriving in canoes. They looked like they were going to war soon. The 2 men hid themselves. The men in the canoes discovered them and asked them to join them for war. The first said no but the second agreed. They went to attack a village and the fight lasted a day and a night. Someone shouted they had to get back because the Indian was hit. The Indian didn't feel anything. He thought he became a ghost. The next morning he fell down and something black came out of his mouth. He was dead. Everyone was shocked. ,bartlett,970140,5.56825,3,reproductionDemo
77,1004,1002,21,EK,Chrome,zQGf02eze637koxI,,false,IteratedNarrationDemoPilot,1527003045430,IteratedNarrationDemo,6,German,Windows,Two men in a canoe were asked to join the war. One man joined the war but the other man went home. The man who joined the war was killed during the war and black stuff came out off his mouth.,Tue May 22 2018 17:21:03 GMT+0200 (Mitteleuropäische Sommerzeit),1527002463802,Two men were asked in a canoe to join for war. The one men joined but the other one went home. The men who joined the war was killed during war and black stuff came out of his mouth.,bartlett,970219,9.6938,1,reproductionDemo
77,990,1002,21,EK,Chrome,Ap545tdVh7Xo0qlh,,false,IteratedNarrationDemoPilot,1527003045430,IteratedNarrationDemo,3,German,Windows,"in december 2017 a couple realized that one of their 50 beehives was destroyed and a total damage of 60000$. Besides that, half of the bees died. Later, they found out that two boy, aged 12 and 13, comitted the crime. Because they are minor, the come had to go in prison for 9 months or pay 10000$.",Tue May 22 2018 17:21:03 GMT+0200 (Mitteleuropäische Sommerzeit),1527002463802,"In december 2017 a couple found out that one of their 50 beehives was destroyed and damaged in total of 60000$. Besides that, half of the bees died as well. A week later, they found out that 2 boy, age 12 and 13, were responsible for the crime. Due to the fact they are still minors, they come from a charge of probably 9 years in prison or 10000$",bees,970219,9.6938,2,reproductionDemo
77,965,1002,21,EK,Chrome,PM6mQ6QAln3h9o19,,true,IteratedNarrationDemoPilot,1527003045430,IteratedNarrationDemo,7,German,Windows,A 66 year old woman is a badass because she just got her flightticket for free.,Tue May 22 2018 17:21:03 GMT+0200 (Mitteleuropäische Sommerzeit),1527002463802,A 66 year old woman is a badass because she just got flight tickets for free.,flight,970219,9.6938,3,reproductionDemo
76,947,821,22,EK,Firefox,vgYYyzuyiXrkQL8P,,false,IteratedNarrationDemoPilot,1527002567931,IteratedNarrationDemo,3,"French, German",Windows,"On January 15th 2018, a woman tried to get on a plane from Chicago to London. She didn't had a passport nor a ticket. She tried to hide her face with her hair but she was caught by some police officers. She could escape during the night and take a shuttle bus to London. She is now accused of",Tue May 22 2018 17:09:44 GMT+0200,1527001784342,On January 15th 2018 a 66 years old woman flew from Chicago to London without a ticket and a passport. A day ealier she snooked by two officers by hiding her face with her hair at the airport in Chicago. But she got caught when she was trying to get to Cunneticut and had to spend the night at the airport. She managed to get on a shuttel bus and at the end get to the Heathrow Airport in London. But was caught again and send back to the US. Now she is accused of,flight,972437,13.059816666666666,1,reproductionDemo
76,870,821,22,EK,Firefox,WNCGbv5IzRGdXBFk,,false,IteratedNarrationDemoPilot,1527002567931,IteratedNarrationDemo,1,"French, German",Windows,2 Indians went down a river to hunt seals. They saw men arriving in canoes. They looked like they were going to war soon. The 2 men hid themselves. The men in the canoes discovered them and asked them to join them for war. The first said no but the second agreed. They went to attack a village and the fight lasted a day and a night. Someone shouted they had to get back because the Indian was hit. The Indian didn't feel anything. He thought he became a ghost. The next morning he fell down and something black came out of his mouth. He was dead. Everyone was shocked. ,Tue May 22 2018 17:09:44 GMT+0200,1527001784342,"One night two young men from Egulac went down to the river to hunt seals, and while they were there it became foggy and calm. Then they heard war-cries, and they thought: ""Maybe this is a war-party"". They escaped to the shore, and hid behind a log. Now canoes came up, and they heard the noise of paddles, and saw one canoe coming up to the them. There were five men in the canoe, and they said: ""What do you think? We wish to take you along. We are going up the river to make war on the people"". One of the young men said: ""I have no arrows"". ""Arrows are in the canoe"", they said. ""I will not go along. I might be killed. My relatives do not know where I have gone. But you"", he said, turning to the other, ""may go with them."" So one of the young men went, but the other returned home. And the warriors went on up the river to a town on the other side of Kalama. The people came down to the water, and they began to fight, and many were killed. But presently the young man heard one of the warriors say: ""Quick, let us go home: that Indian has been hit"". Now he thought: ""Oh, they are ghosts"". He did not feel sick, but they said he had been shot. So the canoes went back to Egulac, and the young man went ashore to his house, and made a fire. And he told everybody and said: ""Behold I accompanied the ghosts, and we went to fight. Many of our fellows were killed, and many of those who attacked us were killed. They said I was hit, and I did not feel sick"". He told it all, and then he became quiet. When the sun rose he fell down. Something black came out of his mouth. His face became contorted. The people jumped up and cried. He was dead.",bartlett,972437,13.059816666666666,2,reproductionDemo
76,870,821,22,EK,Firefox,CmCWT6nZKQ4BPSq7,,false,IteratedNarrationDemoPilot,1527002567931,IteratedNarrationDemo,5,"French, German",Windows,"A couple has 50 bee hives. Two children, 12 and 13, destroyed them. They will now get to prison.",Tue May 22 2018 17:09:44 GMT+0200,1527001784342,"A couple has 50 bee hives. Two children, 12 and 13 wre arrested for destroying them. They face 10 years of prison.",bees,972437,13.059816666666666,3,reproductionDemo
75,890,922,19,EK,Chrome,PM6mQ6QAln3h9o19,,false,IteratedNarrationDemoPilot,1527002166487,IteratedNarrationDemo,6,German,Windows,A 66 year old woman is a badass because she just got flight tickets for free.,Tue May 22 2018 16:59:04 GMT+0200 (Mitteleuropäische Sommerzeit),1527001144407,A 66 years old Woman is a Badass because she got a flight for free.,flight,974721,17.034666666666666,1,reproductionDemo
75,187,922,19,EK,Chrome,CmCWT6nZKQ4BPSq7,,false,IteratedNarrationDemoPilot,1527002166487,IteratedNarrationDemo,4,German,Windows,"A couple has 50 bee hives. Two children, 12 and 13 wre arrested for destroying them. They face 10 years of prison.",Tue May 22 2018 16:59:04 GMT+0200 (Mitteleuropäische Sommerzeit),1527001144407,"A couple has 50 bee hives. Two children, 12 and 13 years old, were arrested for destroying them. They face up to 10 years in prison.",bees,974721,17.034666666666666,2,reproductionDemo
75,945,922,19,EK,Chrome,rMeKBwtxWpLqt6cg,,true,IteratedNarrationDemoPilot,1527002166487,IteratedNarrationDemo,7,German,Windows,There is a war and people at the coast. A canon comes and takes a man to war. He is shot. He is still alive but will eventually die soon. In the end he dies.,Tue May 22 2018 16:59:04 GMT+0200 (Mitteleuropäische Sommerzeit),1527001144407,There is a war and people are at the coast. A canon comes and takes a man to war. He gets shot. He is still alive but will eventually die soon. In the end he dies.,bartlett,974721,17.034666666666666,3,reproductionDemo
74,4155,1565,20,EK,Chrome,zQGf02eze637koxI,,false,IteratedNarrationDemoPilot,1527001823059,IteratedNarrationDemo,5,Turkish,Linux,Two men were asked in a canoe to join for war. The one men joined but the other one went home. The men who joined the war was killed during war and black stuff came out of his mouth.,Tue May 22 2018 17:01:07 GMT+0200 (CEST),1527001267997,"Two men were asked by people in a canoe to join for war. One of them did, but the other went home. The man who joined for war was killed and black stuff came out of his mouth.",bartlett,973471,9.251033333333334,1,reproductionDemo
74,3739,1565,20,EK,Chrome,5yIoR4WJdN7mvuRH,,false,IteratedNarrationDemoPilot,1527001823059,IteratedNarrationDemo,3,Turkish,Linux,"A bee keeping family in Iowa reported that someone broke into their property and caused a loose of 60,000$ and all the bees. A year later two boys(aged 13 and 14) were accused for that with two years in jail and a repayment of 10,000$ each",Tue May 22 2018 17:01:07 GMT+0200 (CEST),1527001267997,"In late December, a bee-keeping couple in Iowa reported that someone broke into their property and broke several things causing them to loose 60,000$ and all of their bees. A week later, two boys (13 and 14) were accused of that crime and sentenced to 10 years and paying 10,000$ each",bees,973471,9.251033333333334,2,reproductionDemo
74,3587,1565,20,EK,Chrome,QDPZfpV5QqWAEDme,,false,IteratedNarrationDemoPilot,1527001823059,IteratedNarrationDemo,4,Turkish,Linux,A 66 year old woman snuck into an airplane from Chicago to London on 18th January 2017 without a ticket and a passport. A day before she tried the same wirh a flight to Connecticut but could not get in. After she got caught she was sent back to the US and prisoned,Tue May 22 2018 17:01:07 GMT+0200 (CEST),1527001267997,A 66 year old woman snuck into a flight from Chicago to London without a ticket or passport on 18th January 2017. She snuck into the airport the day before and tried to get into a flight to Connecticut but couldn’t get in. After she was caught she was being sent back to the US and punished,flight,973471,9.251033333333334,3,reproductionDemo
73,1223,768,21,EK,Firefox,E3xtzZeyvDyVkvah,,false,IteratedNarrationDemoPilot,1526997878594,IteratedNarrationDemo,2,German,Windows,"In 2017 beehives had been damaged. Half a million bees had died. The hives had a damage and equipment had been broken.\nTwo boys had been arrested (12 and 13 years old). 10 years in prison can be expected for them.",Tue May 22 2018 15:58:30 GMT+0200,1526997510061,"A couple in Iowa checked on their beehives in 2017, when they discovered a drastic damage to them. Half a million bees had died, hives were damaged and equipment had been broken. Two boys, 12 and 13 years old were arrested. They faced juvenile court and 10 years of prison could await them.",bees,968876,6.142216666666667,1,reproductionDemo
73,804,768,21,EK,Firefox,T9rW6dMkebpykX60,,true,IteratedNarrationDemoPilot,1526997878594,IteratedNarrationDemo,7,German,Windows,In 2018 a 80 year old women will try to get from use to london by slipping through the airport gates. She will get caught eventually.,Tue May 22 2018 15:58:30 GMT+0200,1526997510061,"In january 2018, an 80 year old woman will try to get from the use to london by slipping through airport gates, she will get caught eventually.",flight,968876,6.142216666666667,2,reproductionDemo
73,904,768,21,EK,Firefox,rMeKBwtxWpLqt6cg,,false,IteratedNarrationDemoPilot,1526997878594,IteratedNarrationDemo,6,German,Windows,There is a war and people are at the coast. A canon comes and takes a man to war. He gets shot. He is still alive but will eventually die soon. In the end he dies.,Tue May 22 2018 15:58:30 GMT+0200,1526997510061,"There is a war and people are at the coast. A canon comes and takes a man to war. He gets shot. He is still alive, but will die soon. He dies at the end.",bartlett,968876,6.142216666666667,3,reproductionDemo
72,738,1038,22,EK,Firefox,UVR5azYWUdQIdNjI,,false,IteratedNarrationDemoPilot,1526996765651,IteratedNarrationDemo,5,germ,Linux,Dezember 2017 60 beheeves 20 to 100 thousand dollar 10 to 12 year old,Tue May 22 2018 15:34:43 GMT+0200 (CEST),1526996083642,Dezember 2017 50 beehives 60 000 dollar 10 to 12 years old.,bees,968788,11.366816666666667,1,reproductionDemo
72,206,1038,22,EK,Firefox,d7ypmz7Ji8WiEFxr,,false,IteratedNarrationDemoPilot,1526996765651,IteratedNarrationDemo,2,germ,Linux,"On January 14, 2018 a 66 year old women flew from Chicago to New York without a ticket. She tried to board a flight to Conncecticut, but after being stopped the second time police officers arrested her and put her in to a shuttle, which brought her to a flight back to Chicago without a ticket.",Tue May 22 2018 15:34:43 GMT+0200 (CEST),1526996083642,"On January 15, 2018 a 66 year old women flew from Chicago to London without a Ticket. She entered the airport on the 14th and hid her face behind her hair while going through the control. She tried to board a flight to Conneticut, but was stopped. After trying again to come behind the gate, she was seated by the oifficers who stopped her. She waited untill the other day, before getting into an international shutttle, which brought her to the train, even though a ticket and boarding pass are normally required to get in.\nThe woman was flewn back to Chicago.",flight,968788,11.366816666666667,2,reproductionDemo
72,1004,1038,22,EK,Firefox,fP2DmesttnuSMqyf,,false,IteratedNarrationDemoPilot,1526996765651,IteratedNarrationDemo,1,germ,Linux,"One night young men were together at the river. They heard war noise and thought there might be a war party going on. Then they saw a canoe with men in it who asked: ""Do you want to join, we will make war onto the people?"". One answered ""I don't have arrows"", ""Arrows are inside the canoe."". The other guy replied ""I cannot come, I have relatives at home. They wouldn't know where I've gone but you might go with them."" So one of them went home but the other guy joined them. When they arrived the war happened and they killed a lot of the people there and a lot of their people got killed. Suddenly the guy heard the guys he fought with say. ""Quick lets leave, the Indian got hit!'. He didn't felt sick, but the others left.\nHe went back to his home and thought hey must have been accompanied by ghosts.\nIn the night he sat together with his friends and told them his story. When finished the sun rose and he fell and some black fluid came out of his mouth. He was dead.",Tue May 22 2018 15:34:43 GMT+0200 (CEST),1526996083642,"One night two young men from Egulac went down to the river to hunt seals, and while they were there it became foggy and calm. Then they heard war-cries, and they thought: ""Maybe this is a war-party"". They escaped to the shore, and hid behind a log. Now canoes came up, and they heard the noise of paddles, and saw one canoe coming up to the them. There were five men in the canoe, and they said: ""What do you think? We wish to take you along. We are going up the river to make war on the people"". One of the young men said: ""I have no arrows"". ""Arrows are in the canoe"", they said. ""I will not go along. I might be killed. My relatives do not know where I have gone. But you"", he said, turning to the other, ""may go with them."" So one of the young men went, but the other returned home. And the warriors went on up the river to a town on the other side of Kalama. The people came down to the water, and they began to fight, and many were killed. But presently the young man heard one of the warriors say: ""Quick, let us go home: that Indian has been hit"". Now he thought: ""Oh, they are ghosts"". He did not feel sick, but they said he had been shot. So the canoes went back to Egulac, and the young man went ashore to his house, and made a fire. And he told everybody and said: ""Behold I accompanied the ghosts, and we went to fight. Many of our fellows were killed, and many of those who attacked us were killed. They said I was hit, and I did not feel sick"". He told it all, and then he became quiet. When the sun rose he fell down. Something black came out of his mouth. His face became contorted. The people jumped up and cried. He was dead.",bartlett,968788,11.366816666666667,3,reproductionDemo
71,777,756,22,EK,Safari,CmCWT6nZKQ4BPSq7,,false,IteratedNarrationDemoPilot,1526995328479,IteratedNarrationDemo,3,German,Mac,"A couple has 50 bee hives. Two children, 12 and 13 years old, were arrested for destroying them. They face up to 10 years in prison.",Tue May 22 2018 15:14:20 GMT+0200 (CEST),1526994860040,"A couple has 50 bee hives. Two cildren, 12 and 13 years old, were arrested for destroying the bee hives. They face up to 10 years of prison.",bees,968912,7.807316666666667,1,reproductionDemo
71,765,756,22,EK,Safari,zQGf02eze637koxI,,false,IteratedNarrationDemoPilot,1526995328479,IteratedNarrationDemo,4,German,Mac,"Two men were asked by people in a canoe to join for war. One of them did, but the other went home. The man who joined for war was killed and black stuff came out of his mouth.",Tue May 22 2018 15:14:20 GMT+0200 (CEST),1526994860040,Two men wanted to hunt seals. Canoes arrived. The two men were asked to join in for war. One went home to his relatives and the other one joined. He was killed and black stuff came out of his mouth.,bartlett,968912,7.807316666666667,2,reproductionDemo
71,654,756,22,EK,Safari,7oeff4GcFoSutDtw,,false,IteratedNarrationDemoPilot,1526995328479,IteratedNarrationDemo,2,German,Mac,"A 66 year old women wanted to get from Chicago to London by plane without a passport. She waited at the airport for a plane to London until one night, but she was caught by a worker. She was returned to America and now faces the charges of trespassing.",Tue May 22 2018 15:14:20 GMT+0200 (CEST),1526994860040,A 66 year old woman tried to get from Chicago to London by plane without owning a ticket or passport. SHe passed security officers while they were checking other passengers. However she had to wait one night until she could board a plane to Heathrow Airport because she was stopped by a worker at the gate and had to sit down. In London she was stopped by security guards and she came back to the US only two or three days after she had tried to leave. She is charged with theft and tresspassing.,flight,968912,7.807316666666667,3,reproductionDemo
70,1307,922,19,EK,Chrome,zQGf02eze637koxI,,false,IteratedNarrationDemoPilot,1526994713414,IteratedNarrationDemo,3,German,Windows,Two men wanted to hunt seals. Canoes arrived. The two men were asked to join in for war. One went home to his relatives and the other one joined. He was killed and black stuff came out of his mouth.,Tue May 22 2018 15:04:37 GMT+0200 (Mitteleuropäische Sommerzeit),1526994277931,Two men wanted to hunt seals. Fog came up. they hid beacuse they thought it was a war party. men in canoes arrived on shore an told the men to join them for war. One joined them the other returned home to his relatives. When the war party arrived at their destination they were attacked by the villagers. At some point hey fell back and said that the indian boy who had initially wanted to hunt seals was shot. The boy didn't feel any pain and concluded that he was with the ghosts that night. The next morning he was lying on the sand and black stuff was coming out of his mouth. The villagers were screaming. He was dead.,bartlett,974155,7.25805,1,reproductionDemo
