"chain","deadend","generation","reproduction","story_text","story_title"
"WNCGbv5IzRGdXBFk","true",2,"Two Indians went down a river to hunt for seals. They saw two
other men in canoes. These two men with canoes looked like they
wanted to start a war. So the two other men hid. The two men with
canoes finally found the two Indians and asked if they wanted
to start a war. One agreed, the other didn't. They fought one
day and one night. Suddenly, they heard someone shouting. In the
end, one of the Indians was dead.","2 Indians went down a river to hunt seals. They saw men arriving in canoes. They looked like they were going to war soon. The 2 men hid themselves. The men in the canoes discovered them and asked them to
join them for war. The first said no but the second agreed. They went to attack a village and the fight lasted a day and a night. Someone shouted they had to get back because the Indian was hit. The Indian
didn't feel anything. He thought he became a ghost. The next morning he fell down and something black came out of his mouth. He was dead. Everyone was shocked.","bartlett"
"UVR5azYWUdQIdNjI","false",6,"December 2017, 60 beheeves, 20 to 100 thousand dollars, 10 to
12 years old","Dezember 2017 60 beheeves 20 to 100 thousand dollar 10 to 12 year old","bees"
"Dz4Jslvvz2fvIdTk","false",3,"An old woman is trying to take a flight, but is not permitted
as she doesn't have documents and a ticket. She stays at the airport
for one night and on the next day from a different terminal she
takes off to London. In January, she arrives back at the US and
is charged for two crimes.","An old woman ist trying to take a fligth, but is stopped at the airport as she has no passport and flight ticket. She stays at the airport for one night and flys the next day from a different terminal to
London. In January she comes back and is charged in the US for two crimes.","flight"
"fiZNFsVLCbzaW3Zk","false",1,"A woman was caught trying to board a flight without paying","On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport
on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted
to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the
international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs
officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight"
"5yIoR4WJdN7mvuRH","false",4,"A bee keeping family reported that someone committed a crime against
them, resulting in 60k$ lost. 2 year later, a 13 and 14 year old
boys were accused of the action, were sent to jail and had to
pay 10k$ each","A bee keeping family in Iowa reported that someone broke into their property and caused a loose of 60,000$ and all the bees. A year later two boys(aged 13 and 14) were accused for that with two years in
jail and a repayment of 10,000$ each","bees"
"WNCGbv5IzRGdXBFk","false",2,"2 Indians went to a river (?) to hunt seal, where they saw a canoe.
They tried to hide but were noticed by the man in the canoe, who
was heading to war and asked the Indians whether they would like
to join him. One of the Indians agreed, while the other refused.
The Indian and the man raided a village, but the Indian man was
apparently hit. The Indian man didn't feel anything and thought
he had become a ghost. The next day, the Indian man died with
something black coming out of his mouth","2 Indians went down a river to hunt seals. They saw men arriving in canoes. They looked like they were going to war soon. The 2 men hid themselves. The men in the canoes discovered them and asked them to
join them for war. The first said no but the second agreed. They went to attack a village and the fight lasted a day and a night. Someone shouted they had to get back because the Indian was hit. The Indian
didn't feel anything. He thought he became a ghost. The next morning he fell down and something black came out of his mouth. He was dead. Everyone was shocked.","bartlett"
"zQGf02eze637koxI","false",6,"Two men in a canoe were asked to join the war. One man joined
the war but the other man went home. The man who joined the war
was killed during the war and black stuff came out off his mouth.","Two men were asked in a canoe to join for war. The one men joined but the other one went home. The men who joined the war was killed during war and black stuff came out of his mouth.","bartlett"
"Ap545tdVh7Xo0qlh","false",3,"in december 2017 a couple realized that one of their 50 beehives
was destroyed and a total damage of 60000$. Besides that, half
of the bees died. Later, they found out that two boy, aged 12
and 13, comitted the crime. Because they are minor, the come had
to go in prison for 9 months or pay 10000$.","In december 2017 a couple found out that one of their 50 beehives was destroyed and damaged in total of 60000$. Besides that, half of the bees died as well. A week later, they found out that 2 boy, age
12 and 13, were responsible for the crime. Due to the fact they are still minors, they come from a charge of probably 9 years in prison or 10000$","bees"
"PM6mQ6QAln3h9o19","true",7,"A 66 year old woman is a badass because she just got her flightticket
for free.","A 66 year old woman is a badass because she just got flight tickets for free.","flight"
"vgYYyzuyiXrkQL8P","false",3,"On January 15th 2018, a woman tried to get on a plane from Chicago
to London. She didn't had a passport nor a ticket. She tried to
hide her face with her hair but she was caught by some police
officers. She could escape during the night and take a shuttle
bus to London. She is now accused of","On January 15th 2018 a 66 years old woman flew from Chicago to London without a ticket and a passport. A day ealier she snooked by two officers by hiding her face with her hair at the airport in Chicago.
But she got caught when she was trying to get to Cunneticut and had to spend the night at the airport. She managed to get on a shuttel bus and at the end get to the Heathrow Airport in London. But was caught
again and send back to the US. Now she is accused of","flight"
"WNCGbv5IzRGdXBFk","false",1,"2 Indians went down a river to hunt seals. They saw men arriving
in canoes. They looked like they were going to war soon. The 2
men hid themselves. The men in the canoes discovered them and
asked them to join them for war. The first said no but the second
agreed. They went to attack a village and the fight lasted a day
and a night. Someone shouted they had to get back because the
Indian was hit. The Indian didn't feel anything. He thought he
became a ghost. The next morning he fell down and something black
came out of his mouth. He was dead. Everyone was shocked.","One night two young men from Egulac went down to the river to hunt seals, and while they were there it became foggy and calm. Then they heard war-cries, and they thought: ""Maybe this is a war-party"". They
escaped to the shore, and hid behind a log. Now canoes came up, and they heard the noise of paddles, and saw one canoe coming up to the them. There were five men in the canoe, and they said: ""What do you
think? We wish to take you along. We are going up the river to make war on the people"". One of the young men said: ""I have no arrows"". ""Arrows are in the canoe"", they said. ""I will not go along. I might
be killed. My relatives do not know where I have gone. But you"", he said, turning to the other, ""may go with them."" So one of the young men went, but the other returned home. And the warriors went on up
the river to a town on the other side of Kalama. The people came down to the water, and they began to fight, and many were killed. But presently the young man heard one of the warriors say: ""Quick, let
us go home: that Indian has been hit"". Now he thought: ""Oh, they are ghosts"". He did not feel sick, but they said he had been shot. So the canoes went back to Egulac, and the young man went ashore to his
house, and made a fire. And he told everybody and said: ""Behold I accompanied the ghosts, and we went to fight. Many of our fellows were killed, and many of those who attacked us were killed. They said
I was hit, and I did not feel sick"". He told it all, and then he became quiet. When the sun rose he fell down. Something black came out of his mouth. His face became contorted. The people jumped up and
cried. He was dead.","bartlett"
"CmCWT6nZKQ4BPSq7","false",5,"A couple has 50 bee hives. Two children, 12 and 13, destroyed
them. They will now get to prison.","A couple has 50 bee hives. Two children, 12 and 13 wre arrested for destroying them. They face 10 years of prison.","bees"
"PM6mQ6QAln3h9o19","false",6,"A 66 year old woman is a badass because she just got flight tickets
for free.","A 66 years old Woman is a Badass because she got a flight for free.","flight"
"CmCWT6nZKQ4BPSq7","false",4,"A couple has 50 bee hives. Two children, 12 and 13 wre arrested
for destroying them. They face 10 years of prison.","A couple has 50 bee hives. Two children, 12 and 13 years old, were arrested for destroying them. They face up to 10 years in prison.","bees"
"rMeKBwtxWpLqt6cg","true",7,"There is a war and people at the coast. A canon comes and takes
a man to war. He is shot. He is still alive but will eventually
die soon. In the end he dies.","There is a war and people are at the coast. A canon comes and takes a man to war. He gets shot. He is still alive but will eventually die soon. In the end he dies.","bartlett"
"zQGf02eze637koxI","false",5,"Two men were asked in a canoe to join for war. The one men joined
but the other one went home. The men who joined the war was killed
during war and black stuff came out of his mouth.","Two men were asked by people in a canoe to join for war. One of them did, but the other went home. The man who joined for war was killed and black stuff came out of his mouth.","bartlett"
"5yIoR4WJdN7mvuRH","false",3,"A bee keeping family in Iowa reported that someone broke into
their property and caused a loose of 60,000$ and all the bees.
A year later two boys(aged 13 and 14) were accused for that with
two years in jail and a repayment of 10,000$ each","In late December, a bee-keeping couple in Iowa reported that someone broke into their property and broke several things causing them to loose 60,000$ and all of their bees. A week later, two boys (13 and
14) were accused of that crime and sentenced to 10 years and paying 10,000$ each","bees"
"QDPZfpV5QqWAEDme","false",4,"A 66 year old woman snuck into an airplane from Chicago to London
on 18th January 2017 without a ticket and a passport. A day before
she tried the same wirh a flight to Connecticut but could not
get in. After she got caught she was sent back to the US and prisoned","A 66 year old woman snuck into a flight from Chicago to London without a ticket or passport on 18th January 2017. She snuck into the airport the day before and tried to get into a flight to Connecticut
but couldn’t get in. After she was caught she was being sent back to the US and punished","flight"
"E3xtzZeyvDyVkvah","false",2,"In 2017 beehives had been damaged. Half a million bees had died.
The hives had a damage and equipment had been broken.\nTwo boys
had been arrested (12 and 13 years old). 10 years in prison can
be expected for them.","A couple in Iowa checked on their beehives in 2017, when they discovered a drastic damage to them. Half a million bees had died, hives were damaged and equipment had been broken. Two boys, 12 and 13 years
old were arrested. They faced juvenile court and 10 years of prison could await them.","bees"
"T9rW6dMkebpykX60","true",7,"In 2018 a 80 year old women will try to get from use to london
by slipping through the airport gates. She will get caught eventually.","In january 2018, an 80 year old woman will try to get from the use to london by slipping through airport gates, she will get caught eventually.","flight"
"rMeKBwtxWpLqt6cg","false",6,"There is a war and people are at the coast. A canon comes and
takes a man to war. He gets shot. He is still alive but will eventually
die soon. In the end he dies.","There is a war and people are at the coast. A canon comes and takes a man to war. He gets shot. He is still alive, but will die soon. He dies at the end.","bartlett"
"UVR5azYWUdQIdNjI","false",5,"Dezember 2017 60 beheeves 20 to 100 thousand dollar 10 to 12 year
old","Dezember 2017 50 beehives 60 000 dollar 10 to 12 years old.","bees"
"d7ypmz7Ji8WiEFxr","false",2,"On January 14, 2018 a 66 year old women flew from Chicago to New
York without a ticket. She tried to board a flight to Conncecticut,
but after being stopped the second time police officers arrested
her and put her in to a shuttle, which brought her to a flight
back to Chicago without a ticket.","On January 15, 2018 a 66 year old women flew from Chicago to London without a Ticket. She entered the airport on the 14th and hid her face behind her hair while going through the control. She tried to board
a flight to Conneticut, but was stopped. After trying again to come behind the gate, she was seated by the oifficers who stopped her. She waited untill the other day, before getting into an international
shutttle, which brought her to the train, even though a ticket and boarding pass are normally required to get in.\nThe woman was flewn back to Chicago.","flight"
"fP2DmesttnuSMqyf","false",1,"One night young men were together at the river. They heard war
noise and thought there might be a war party going on. Then they
saw a canoe with men in it who asked: ""Do you want to join, we
will make war onto the people?"". One answered ""I don't have arrows"",
""Arrows are inside the canoe."". The other guy replied ""I cannot
come, I have relatives at home. They wouldn't know where I've
gone but you might go with them."" So one of them went home but
the other guy joined them. When they arrived the war happened
and they killed a lot of the people there and a lot of their people
got killed. Suddenly the guy heard the guys he fought with say.
""Quick lets leave, the Indian got hit!'. He didn't felt sick,
but the others left.\nHe went back to his home and thought hey
must have been accompanied by ghosts.\nIn the night he sat together
with his friends and told them his story. When finished the sun
rose and he fell and some black fluid came out of his mouth. He
was dead.","One night two young men from Egulac went down to the river to hunt seals, and while they were there it became foggy and calm. Then they heard war-cries, and they thought: ""Maybe this is a war-party"". They
escaped to the shore, and hid behind a log. Now canoes came up, and they heard the noise of paddles, and saw one canoe coming up to the them. There were five men in the canoe, and they said: ""What do you
think? We wish to take you along. We are going up the river to make war on the people"". One of the young men said: ""I have no arrows"". ""Arrows are in the canoe"", they said. ""I will not go along. I might
be killed. My relatives do not know where I have gone. But you"", he said, turning to the other, ""may go with them."" So one of the young men went, but the other returned home. And the warriors went on up
the river to a town on the other side of Kalama. The people came down to the water, and they began to fight, and many were killed. But presently the young man heard one of the warriors say: ""Quick, let
us go home: that Indian has been hit"". Now he thought: ""Oh, they are ghosts"". He did not feel sick, but they said he had been shot. So the canoes went back to Egulac, and the young man went ashore to his
house, and made a fire. And he told everybody and said: ""Behold I accompanied the ghosts, and we went to fight. Many of our fellows were killed, and many of those who attacked us were killed. They said
I was hit, and I did not feel sick"". He told it all, and then he became quiet. When the sun rose he fell down. Something black came out of his mouth. His face became contorted. The people jumped up and
cried. He was dead.","bartlett"
"CmCWT6nZKQ4BPSq7","false",3,"A couple has 50 bee hives. Two children, 12 and 13 years old,
were arrested for destroying them. They face up to 10 years in
prison.","A couple has 50 bee hives. Two cildren, 12 and 13 years old, were arrested for destroying the bee hives. They face up to 10 years of prison.","bees"
"zQGf02eze637koxI","false",4,"Two men were asked by people in a canoe to join for war. One of
them did, but the other went home. The man who joined for war
was killed and black stuff came out of his mouth.","Two men wanted to hunt seals. Canoes arrived. The two men were asked to join in for war. One went home to his relatives and the other one joined. He was killed and black stuff came out of his mouth.","bartlett"
"7oeff4GcFoSutDtw","false",2,"A 66 year old women wanted to get from Chicago to London by plane
without a passport. She waited at the airport for a plane to London
until one night, but she was caught by a worker. She was returned
to America and now faces the charges of trespassing.","A 66 year old woman tried to get from Chicago to London by plane without owning a ticket or passport. SHe passed security officers while they were checking other passengers. However she had to wait one
night until she could board a plane to Heathrow Airport because she was stopped by a worker at the gate and had to sit down. In London she was stopped by security guards and she came back to the US only
two or three days after she had tried to leave. She is charged with theft and tresspassing.","flight"
"zQGf02eze637koxI","false",3,"Two men wanted to hunt seals. Canoes arrived. The two men were
asked to join in for war. One went home to his relatives and the
other one joined. He was killed and black stuff came out of his
mouth.","Two men wanted to hunt seals. Fog came up. they hid beacuse they thought it was a war party. men in canoes arrived on shore an told the men to join them for war. One joined them the other returned home
to his relatives. When the war party arrived at their destination they were attacked by the villagers. At some point hey fell back and said that the indian boy who had initially wanted to hunt seals was
shot. The boy didn't feel any pain and concluded that he was with the ghosts that night. The next morning he was lying on the sand and black stuff was coming out of his mouth. The villagers were screaming.
He was dead.","bartlett"
"T9rW6dMkebpykX60","true",6,"In January 2018 a 80 year old woman tried to go from the USA to
London by slipping through airport gates. She was caught eventually.","In January 2018 an 80 year old woman will try to get from the usa to london by slipping through airport gates, she will get caught eventually","flight"
"CmCWT6nZKQ4BPSq7","false",2,"A couple has 50 bee hives. Two cildren, 12 and 13 years old, were
arrested for destroying the bee hives. They face up to 10 years
of prison.","couple from Iowah, with 50 bee hives.\nOne day the hieves where distroyed.\nTow kids where arrested one week later, 12 and 13 years old.\ncharges where burglary, destruction of propertie\nbecause they are
underage they could face 10 years in prison and fiens up to 10.000 dollar","bees"
"5PvSVOdmzbtPghnM","true",4,"Two men from edugak walked near a river when five warriors from
a town nearby came by. They asked one of the men to fight with
them. Many people died but the man from edugak returned uninjured.
He reported feeling sick and the other people looked like ghosts
to him. The next day he died and something black came out of his
mouth.","Two men from edugak (?) walked near a river, when 5 warriors from a town nearby came by. They persuaded one of the men to come and fight with them. Many people died, but the man from edugak (?) came back
uninjured. He reported not feeling sick, but behaved strangely and said the other men looked like ghosts to him. The next day, he died and something black came out of his mouth.","bartlett"
"T9rW6dMkebpykX60","false",6,"In january 2018, an 80 year old woman will try to get from the
use to london by slipping through airport gates, she will get
caught eventually.","In January 2018 an 80 year old woman will try to get from the usa to london by slipping through airport gates, she will get caught eventually","flight"
"S6FiYqgxmuEkQ4vY","false",1,"In late december 2017, a couple from Iowah checked on their beehives,
when they discovered they had been distracted. The hives were
turned over, the equipment was thrown out of the shed and something
else. Half a million bees had died and it was a material damage
of 60,000 Dollars. \n3 weeks later two boys (12 and 13 years old)
got arrested because they did the damage. They were accused of
criminal mischief, something with being mean to animals and some
third thing. They got a money fee to pay and 10 years in prison
even though they were just minors","In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed
and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly
responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court
where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees"
"5PvSVOdmzbtPghnM","false",4,"Two men from edugak walked near a river, when they met 5 soldiers.
The soldiers persuaded one of the two to fight with them. Many
people were killed but the man from esugak came back I uninjured.
He reported feeling well but also that he saw the other men as
ghosts. The next day he died and something black came out of his
mouth","Two men from edugak (?) walked near a river, when 5 warriors from a town nearby came by. They persuaded one of the men to come and fight with them. Many people died, but the man from edugak (?) came back
uninjured. He reported not feeling sick, but behaved strangely and said the other men looked like ghosts to him. The next day, he died and something black came out of his mouth.","bartlett"
"QDPZfpV5QqWAEDme","false",3,"A 66 year old woman snuck into a flight from Chicago to London
without a ticket or passport on 18th January 2017. She snuck into
the airport the day before and tried to get into a flight to Connecticut
but couldn’t get in. After she was caught she was being sent back
to the US and punished","A 66 year old woman took a flight from Chicago to London on January 18th, 2017 without a ticket and a passport. She snuck into the Chicago airport the day before and tried to sneak onto a flight to Connecticut
but was not able to. After arriving in London and being caught, she was sent back to the US where she was punished","flight"
"sB0AcJDILazWCdZC","true",7,"Accidentally clicked ready before I read the story.","a person clicked on the button too fast, because he reacted too quickly\n","bees"
"Mcph9OnQjLdMoM4Y","true",7,"In 2017 a couples beehive broke. The result was a damage of 60.000$
and 500.000 bees died. Two teenagers the age 12 and 13 were punished
with a charge of 12.000$ and 8 years in prison.","In 2017 a couples beehive was broken. This resulted in a damage of 60.000 dollars and 500.000 bees died. Two teenagers of 12 and 13 years were at fault.They had to pay 10.000 dollars and spend 8 years in
prison.\n","bees"
"rMeKBwtxWpLqt6cg","false",5,"There is a war and people are at the coast. A canon comes and
takes a man to war. He gets shot. He is still alive, but will
die soon. He dies at the end.","There is a war and people are at the coast. A canoe comes and take a man to war. He is shot but still lives, but will die soon. He dies in the end.","bartlett"
"vgYYyzuyiXrkQL8P","false",2,"On January 15th 2018 a 66 years old woman flew from Chicago to
London without a ticket and a passport. A day ealier she snooked
by two officers by hiding her face with her hair at the airport
in Chicago. But she got caught when she was trying to get to Cunneticut
and had to spend the night at the airport. She managed to get
on a shuttel bus and at the end get to the Heathrow Airport in
London. But was caught again and send back to the US. Now she
is accused of","On January 15th 2018 a 66 year-old woman took a flight from Chicago to London without a ticket or passport. She entered Chicago'O Hara International Airport on January 14th and snook past two Transportation
Administration officers by hiding her face with her hair. After being screened, she tried to book a flight to Conneticut but failed. When she tried to sneak past the security guard, she was detected and
told to sit down. She spent the night at the airport and hopped on a shuttle bus, although you need a passport and plane ticket to enter one, the next day. She entered a flight to Heathrow Airport(London)
and was captured by British officers. She returned to the USA on January 18th and is now facing accusation of theft and other things.","flight"
"5yIoR4WJdN7mvuRH","false",2,"In late December, a bee-keeping couple in Iowa reported that someone
broke into their property and broke several things causing them
to loose 60,000$ and all of their bees. A week later, two boys
(13 and 14) were accused of that crime and sentenced to 10 years
and paying 10,000$ each","In late December 2017, a couple in Iowa noticed a damage at their beehives. The beehives were overturned and the equipment smashed and destroyed. Half a million bees died and the costs of the equipment
were about 60000$. Three weeks later two boys (13 and 14 years old) were blamed for the crime. They get arrested for 10 years and have to pay 10000$ for killing millions of bees and the damage on the equipment.","bees"
"5PvSVOdmzbtPghnM","false",3,"Two men from edugak (?) walked near a river, when 5 warriors from
a town nearby came by. They persuaded one of the men to come and
fight with them. Many people died, but the man from edugak (?)
came back uninjured. He reported not feeling sick, but behaved
strangely and said the other men looked like ghosts to him. The
next day, he died and something black came out of his mouth.","Two men from edugak walked down next to a river when 5 warriors in a canoe on the river asked if they wanted to join them. Just one man went with them and the fought in a town called kalama. Many people
died but the man from edugak hid with the warriors because they told him he was shot. Also he did not feel sick. then he thought they were ghosts. The next morning he died and something black came out of
his mouth.","bartlett"
"cszKw2w5ar5kP14z","false",4,"On january 15 a 66 year old woman took a flight from Chicago to
London. (After this, it was ""repeated"" with wrong spelling: chigao,
lodon, etc)","On january 15 2018 a woman (66 years) flights from chigao to london.\nChigao 18 lodon","flight"
"Mcph9OnQjLdMoM4Y","true",6,"A couple found their broken beehive in 2017. This resulted in
60000 dollars worth of damage and half a billion bees dead. A
12 and 13 year old were responsible for the damage and to pay
10000 and spend 8 years in prison.","A couple found their beehive broken in 2017 which caused a damage of 60000 dollars and half of a million bees were dead. Responsible were two teenagers (12 and 13 years old) who had to pay 10000 dollars
and spend 8 years in prison.","bees"
"zQGf02eze637koxI","true",2,"Two men wanted to hunt seals. They arrived and hid behind a log
because they thought there was a war party happening. Five men
with a canoe approached them and tried to get them to go to war
with them. One said he could not because he did not have any arrows.
The men said they had arrows in the canoe with them. The other
said his family did not know where he was so he went home and
the other went with the men. The fought but then retreated and
the boy had been shot even though he did not feel any pain. He
wanted to tell the tale that he had fought, and been shot. But
then he died","Two men from Egulac wanted to go hunt seals, when fog came up, they escaped to the shore and hid behind a log because they thought it was war-party. Then canoes came up and one canoe with five men in it
approached the two men. They told them the were going to make war and invited the two men to come along. One refused, first saying that he did not have any arrows, and, after the men in the canoe told him
they had arrows in the canoe with them, saying his relatives did not know where he was but then turned to the other one and told himm he should go. So one of them returned home and the other one came with
the men in the canoes. They came to the coast of Kalama where the people came down to them and began to fight. Many were killed and suddenly the attackers fell back and left, saying the indian boy, who
was the one wanting to hnt seals in the beginning, had been shot, though he did not feel any pain, so he thought he accompanied ghosts that night. They returned and the man told everyone about the fight,
that he accompanied ghosts, that many were kiled and they withdrew because he had been shot but did not feel any pain. But when the sun came up he fell to the ground, black stuff came out of hi mouth and
his face became contorted. People began to scream, the man was dead.","bartlett"
"QDPZfpV5QqWAEDme","false",2,"A 66 year old woman took a flight from Chicago to London on January
18th, 2017 without a ticket and a passport. She snuck into the
Chicago airport the day before and tried to sneak onto a flight
to Connecticut but was not able to. After arriving in London and
being caught, she was sent back to the US where she was punished","A woman (66 years old) took flight from Chicago to London on 15th of January, 2018 without a ticket and a passport. She sneaked to the airport of Chicago a day before and tried to take a flight to Connecticut
but failed. She spent a night at the Airport and day after a flight to London where was caught and sent back to US where was sentenced.","flight"
"T9rW6dMkebpykX60","false",5,"In January 2018 an 80 year old woman will try to get from the
usa to london by slipping through airport gates, she will get
caught eventually","In January of 2018, a 66 year old woman tries to get from the usa to london by slipping through airport gates. she will get caught on the plane","flight"
"zQGf02eze637koxI","false",2,"Two men wanted to hunt seals. Fog came up. they hid beacuse they
thought it was a war party. men in canoes arrived on shore an
told the men to join them for war. One joined them the other returned
home to his relatives. When the war party arrived at their destination
they were attacked by the villagers. At some point hey fell back
and said that the indian boy who had initially wanted to hunt
seals was shot. The boy didn't feel any pain and concluded that
he was with the ghosts that night. The next morning he was lying
on the sand and black stuff was coming out of his mouth. The villagers
were screaming. He was dead.","Two men from Egulac wanted to go hunt seals, when fog came up, they escaped to the shore and hid behind a log because they thought it was war-party. Then canoes came up and one canoe with five men in it
approached the two men. They told them the were going to make war and invited the two men to come along. One refused, first saying that he did not have any arrows, and, after the men in the canoe told him
they had arrows in the canoe with them, saying his relatives did not know where he was but then turned to the other one and told himm he should go. So one of them returned home and the other one came with
the men in the canoes. They came to the coast of Kalama where the people came down to them and began to fight. Many were killed and suddenly the attackers fell back and left, saying the indian boy, who
was the one wanting to hnt seals in the beginning, had been shot, though he did not feel any pain, so he thought he accompanied ghosts that night. They returned and the man told everyone about the fight,
that he accompanied ghosts, that many were kiled and they withdrew because he had been shot but did not feel any pain. But when the sun came up he fell to the ground, black stuff came out of hi mouth and
his face became contorted. People began to scream, the man was dead.","bartlett"
"Mcph9OnQjLdMoM4Y","false",6,"In 2017 a couples beehive was broken. This resulted in a damage
of 60.000 dollars and 500.000 bees died. Two teenagers of 12 and
13 years were at fault.They had to pay 10.000 dollars and spend
8 years in prison.\n","A couple found their beehive broken in 2017 which caused a damage of 60000 dollars and half of a million bees were dead. Responsible were two teenagers (12 and 13 years old) who had to pay 10000 dollars
and spend 8 years in prison.","bees"
"dRK5o0pV4idS0LjH","true",7,"Two men went to war. One man survived and when he came back he
noticed he died.","Two men went to war. One surrvied and wehn he went back he noticed he died.","bartlett"
"5yIoR4WJdN7mvuRH","false",1,"In late December 2017, a couple in Iowa noticed a damage at their
beehives. The beehives were overturned and the equipment smashed
and destroyed. Half a million bees died and the costs of the equipment
were about 60000$. Three weeks later two boys (13 and 14 years
old) were blamed for the crime. They get arrested for 10 years
and have to pay 10000$ for killing millions of bees and the damage
on the equipment.","In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed
and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly
responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court
where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees"
"PM6mQ6QAln3h9o19","false",5,"A 66 years old Woman is a Badass because she got a flight for
free.","A 66 years old Woman was a bad ass because she got a flight for free.","flight"
"sB0AcJDILazWCdZC","false",6,"a person clicked on the button too fast, because he reacted too
quickly\n","A person klicked on a button too fast, as he/she did not interpret it correctly.","bees"
"zQGf02eze637koxI","false",1,"Two men from Egulac wanted to go hunt seals, when fog came up,
they escaped to the shore and hid behind a log because they thought
it was war-party. Then canoes came up and one canoe with five
men in it approached the two men. They told them the were going
to make war and invited the two men to come along. One refused,
first saying that he did not have any arrows, and, after the men
in the canoe told him they had arrows in the canoe with them,
saying his relatives did not know where he was but then turned
to the other one and told himm he should go. So one of them returned
home and the other one came with the men in the canoes. They came
to the coast of Kalama where the people came down to them and
began to fight. Many were killed and suddenly the attackers fell
back and left, saying the indian boy, who was the one wanting
to hnt seals in the beginning, had been shot, though he did not
feel any pain, so he thought he accompanied ghosts that night.
They returned and the man told everyone about the fight, that
he accompanied ghosts, that many were kiled and they withdrew
because he had been shot but did not feel any pain. But when the
sun came up he fell to the ground, black stuff came out of hi
mouth and his face became contorted. People began to scream, the
man was dead.","One night two young men from Egulac went down to the river to hunt seals, and while they were there it became foggy and calm. Then they heard war-cries, and they thought: ""Maybe this is a war-party"". They
escaped to the shore, and hid behind a log. Now canoes came up, and they heard the noise of paddles, and saw one canoe coming up to the them. There were five men in the canoe, and they said: ""What do you
think? We wish to take you along. We are going up the river to make war on the people"". One of the young men said: ""I have no arrows"". ""Arrows are in the canoe"", they said. ""I will not go along. I might
be killed. My relatives do not know where I have gone. But you"", he said, turning to the other, ""may go with them."" So one of the young men went, but the other returned home. And the warriors went on up
the river to a town on the other side of Kalama. The people came down to the water, and they began to fight, and many were killed. But presently the young man heard one of the warriors say: ""Quick, let
us go home: that Indian has been hit"". Now he thought: ""Oh, they are ghosts"". He did not feel sick, but they said he had been shot. So the canoes went back to Egulac, and the young man went ashore to his
house, and made a fire. And he told everybody and said: ""Behold I accompanied the ghosts, and we went to fight. Many of our fellows were killed, and many of those who attacked us were killed. They said
I was hit, and I did not feel sick"". He told it all, and then he became quiet. When the sun rose he fell down. Something black came out of his mouth. His face became contorted. The people jumped up and
cried. He was dead.","bartlett"
"vgYYyzuyiXrkQL8P","false",1,"On January 15th 2018 a 66 year-old woman took a flight from Chicago
to London without a ticket or passport. She entered Chicago'O
Hara International Airport on January 14th and snook past two
Transportation Administration officers by hiding her face with
her hair. After being screened, she tried to book a flight to
Conneticut but failed. When she tried to sneak past the security
guard, she was detected and told to sit down. She spent the night
at the airport and hopped on a shuttle bus, although you need
a passport and plane ticket to enter one, the next day. She entered
a flight to Heathrow Airport(London) and was captured by British
officers. She returned to the USA on January 18th and is now facing
accusation of theft and other things.","On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport
on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted
to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the
international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs
officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight"
