"LoadT_main","LoadT_submit","age","assess","author","browser","chain","deadend","description","education","endTime","enjoyment","experiment_id","familiar","gender","generation","languages","os","reproduction","startDate","startTime","story_text","story_title","timeSpent","trial_number","trial_type","id"
2229,1258,18,"Confused","ЕК","Chrome","DNbYHazIT6bow9A8","false","IteratedNarration_Main-inLab",2,1542882774017,1,"IteratedNarration_Main-inLab","No","Female",2,"English Hebrew","Mac","There were a series of 8 fires in Bavaria, Germany. Black shirts were found at every site of a fire. The most amount of damage was $6k.","Thu Nov 22 2018 02:25:34 GMT-0800 (Pacific Standard Time)",1542882334764,"Since mid-April a series of fires have been occurring in Bavaria, Germany. There has been a lot of property damage estimating at $450,000. The peak was when 8 fires were set off in one night. Police offered a $6000 reward for every helpful tip. A black shirt with a unique design was found at one of the sites. There is a suspect but experts say it is not definitively him.","arson_free",7.32088333333333,1,"reproduction",8
859,1258,18,"Confused","ЕК","Chrome","w1juIaPTZ6gjZyco","false","IteratedNarration_Main-inLab",2,1542882774017,1,"IteratedNarration_Main-inLab","No","Female",1,"English Hebrew","Mac","Indonesian Police found that $250k worth of exotic birds were being stolen and traded in the black market. There were 4 men who were arrested and will go to jail if the jury found them guilty.","Thu Nov 22 2018 02:25:34 GMT-0800 (Pacific Standard Time)",1542882334764,"Thanks to a routine cargo vessel check, the Indonesian police were able to prevent a smuggling attempt. They found about 150 exotic birds stuffed into plastic drain pipes that were sealed at each end by a wire. The animals were meant to be transported to the US, where they were to be sold as pets. Officials assume that the operation was planned and executed by a wildlife trafficking ring. This delivery would have been worth approximately $250,000. Nearly one week after discovering the illegally captured birds, the police arrested four men who purportedly attempted to commit the smuggling. The suspects face up to five years in prison and a fine of up to $8000 if found guilty. The case rests on several eyewitness reports, which provide a very strong case for the suspects' guilt. Moreover, the suspects' testimonies have been found to contain inconsistencies. Thus, it seems very likely that they were involved.","smuggler_jail",7.32088333333333,2,"reproduction",8
826,1258,18,"Confused","ЕК","Chrome","rVhbwYTe9yOjyZpY","false","IteratedNarration_Main-inLab",2,1542882774017,1,"IteratedNarration_Main-inLab","No","Female",1,"English Hebrew","Mac","Prof Jim Smith had tons of sexual harassment allegations against him. Some of these allegations include hot tube and nudity related parties at his own house.","Thu Nov 22 2018 02:25:34 GMT-0800 (Pacific Standard Time)",1542882334764,"A professor in the Neuroscience department at Corsen University has been accused of sexual harassment. 11 women, all of them former graduate students in the department, have come forward with stories about Prof. Jim Smith. The list of allegations against Smith includes frequently commenting on women's appearance, forcing students to have meetings with him in his private home, and hosting several hot-tub parties that included nudity, which students were present at. Witnesses also claim that it was well-known that Smith engaged in a series of quid pro quo sexual relationships with his female graduate students. An independent investigation by an external law firm was commissioned. If found guilty of sexual harassment, Smith may be suspended for an indefinite amount of time or even fired, a rarity for tenured professors. The report by the official investigation is based on testimony about his character by over 100 of his current and former students, and indicates that the facts are much less clear than the original allegations suggest.","professor_free",7.32088333333333,3,"reproduction",8
956,1258,18,"Confused","ЕК","Chrome","GpyYMD6XKCOM0UoW","false","IteratedNarration_Main-inLab",2,1542882774017,1,"IteratedNarration_Main-inLab","No","Female",1,"English Hebrew","Mac","In Dec 2017, $60k in damages was committed by two boys ages 12 and 13 who hacked beehives open. This destroyed the livelihood of the owners. They're still minors so they face time only in Juvie court.","Thu Nov 22 2018 02:25:34 GMT-0800 (Pacific Standard Time)",1542882334764,"In late December 2017, a couple in Iowa was checking on their 50 beehives when they discovered a tragic scene. The hives had been overturned and hacked apart, and the equipment had been thrown out of the shed and smashed. This destruction caused the death of about half a million bees and approximately $60,000 in property damage. Nearly three weeks later, police arrested two boys (12 and 13 years old) who, allegedly, were responsible for the damage. The charges against them include criminal mischief, burglary, and offenses to an agricultural animal facility. Since they are still minors, they will be charged in juvenile court where they face up to 10 years in prison and fines of up to $10,000 if convicted. Police officials explained that the investigation is still in progress, and the evidence so far doesn't warrant rushed conclusions about the guilt of the suspects.","bees_free",7.32088333333333,4,"reproduction",8
870,1258,18,"Confused","ЕК","Chrome","2HFGojXNxZKcfqEj","false","IteratedNarration_Main-inLab",2,1542882774017,1,"IteratedNarration_Main-inLab","No","Female",1,"English Hebrew","Mac","In August 2018 a man and a woman in their 50s were found in a cafe scamming people with an email subject headline that drew people in. Turns out they were distributing pornographic material. They could go to jail for a long time, but it's unlikely because the cameras that caught them in the cafe were bad.","Thu Nov 22 2018 02:25:34 GMT-0800 (Pacific Standard Time)",1542882334764,"On August 30 2018, 30,000 internet users in Spain received an email with the subject line 'Immediate response required - copyright infringement'. In these emails, the recipients were accused of illegally distributing pornographic content and were instructed to pay $11,500 by the end of September to avoid a lawsuit. Searching for the email address online leads to an official law firm website located in Barcelona. Shortly after the emails were sent out, the law firm disowned them, calling them a hoax. So far, police officials estimate that approximately 5% of the recipients have paid the money. This sums to more than $17 million that have been paid to the scammers. Now, nearly 4 weeks later, the police have tracked down the internet cafe from which the emails were sent. After observing the cafe's camera footage, the police arrested a man and a woman (both 52) who were allegedly responsible for the scam. If found guilty, they face up to 9 years in prison. However, news outlets recently acquired access to the camera footage and found that the video material is of very poor quality and therefore potentially unreliable.","scam_free",7.32088333333333,5,"reproduction",8
1713,1063,20,"Yes","ЕК","Chrome","eU3nwUBrKXAOhZDn","false","IteratedNarration_Main-inLab",2,1542929761494,1,"IteratedNarration_Main-inLab","No","Female",2,"English","Mac","A professor has been accused of sexual misconduct. He has performed sexual favors. An external firm is conducting an investigation, and if found guilty, this professor could be suspended or even fired, which is rare for a tenured professor. However, the testimony of 100 students, of which this is based on, may not be as strong as previously thought.","Thu Nov 22 2018 15:22:05 GMT-0800 (Pacific Standard Time)",1542928925399,"A professor in the neuroscience department was accused of sexual misconduct. Apparently, the professor had received sexual favors in return for quid pro quo actions, and had participated in unprofessional acts. Investigations are underway by an external firm, and if the professor is found to be guilty of these actions, he may be suspended or even fired, which is rare for a tenured professor. However, the testimonies of about 100 students, which this investigation is based off of, may be less reliable than previously thought.","professor_free",13.9349166666667,1,"reproduction",9
870,1063,20,"Yes","ЕК","Chrome","S1IGkYppkDv6XPQV","false","IteratedNarration_Main-inLab",2,1542929761494,1,"IteratedNarration_Main-inLab","No","Female",2,"English","Mac","On August 20, 2018, 30,000 people in Spain received an email whose subject was ""immediate response required - copyright infringement."" The email said that they were guilty of illegally distributing pornographic material and had to pay a fine of $11,500. The email was from a reputable law firm, but the law firm dismissed it as a hoax. However, 7% of the users had already paid the fine, resulting in $17 million to the scammers. The police investigated and arrested two people, a man and a woman (both aged 52), from security footage. If guilty, they face up to 9 years in prison. However, the security footage is not as accurate as they originally thought.","Thu Nov 22 2018 15:22:05 GMT-0800 (Pacific Standard Time)",1542928925399,"On August 20, 2018, 30,000 internet users in Spain received an email with a subject line that said ""immediate response required - copyright infringement."" The email said that the recipients were guilty of illegally distributing pornography, and demanded that they pay a fine of $11,500. When the email address that the message came from is searched, it belongs to a reputable law firm. However, shortly after the messages were sent, the law firm disowned them and said that they were a hoax. But, about 7% of recipients had already payed the money, resulting in about $17 million to the scammers. Four weeks later, police discovered the internet cafe from which the emails were sent and arrested two people, a man and a women (both 52) based on security camera footage. If guilty, they face up to 9 years in prison. However, recent news coverage shows that the video footage is poor quality, and may not be sufficient to determine if the two suspects are responsible.","scam_free",13.9349166666667,2,"reproduction",9
751,1063,20,"Yes","ЕК","Chrome","k1oXYdvjHYenE3yY","false","IteratedNarration_Main-inLab",2,1542929761494,1,"IteratedNarration_Main-inLab","No","Female",1,"English","Mac","In Germany, a lot of fires were set, lighting up a car and even a town house. In one night, as many as 8 fires had been lit. Although no one was hurt, the material damage equated to about $450,000. The police had trouble finding the perpetrator until they offered a reward of $6000 for each helpful tip. A crumpled up black shirt at one of the crime scenes with a unique design on it was probably the most helpful hint. The police finally arrested a 37 year old suspect, and if found guilty, he could face up to 10 years in prison for second-degree arson. However, according to recent reports, investigators think the evidence may not point as strongly to him.","Thu Nov 22 2018 15:22:05 GMT-0800 (Pacific Standard Time)",1542928925399,"Since mid-April 2018, a region in Bavaria, Germany, has faced a series of fires set by one or more vandals that ignited trash cans, a car, and even an entire town house. At its peak, 8 different fires were started in a single night. Fortunately, nobody was hurt, but the material damages are estimated at around $450,000. The police could not make significant advances in finding the perpetrator until they publicly offered a reward of $6000 for each helpful tip. A crumpled-up black shirt found at one of the crime scenes and bearing a unique design may have been the critical clue. About a week ago, the police arrested a 37 year old suspect on charges of second-degree arson. If found guilty, he will face up to 10 years in prison. According to recent reports though, experts don't believe that the existing evidence clearly points to him.","arson_free",13.9349166666667,3,"reproduction",9
1162,1063,20,"Yes","ЕК","Chrome","6JSiHFVPvEdQ8DSZ","false","IteratedNarration_Main-inLab",2,1542929761494,1,"IteratedNarration_Main-inLab","No","Female",2,"English","Mac","Two boys smashed a beekeepers bee hive. About half a million bees died. Since they are minors, they will be taken to juvenile court.","Thu Nov 22 2018 15:22:05 GMT-0800 (Pacific Standard Time)",1542928925399,"Two boys smashed a beekeepers bee hive. About half a million bees died. Since they are minors they will be taken to juvenile court.","bees_jail",13.9349166666667,4,"reproduction",9
630,1063,20,"Yes","ЕК","Chrome","dFldvCr6UePGCwtX","false","IteratedNarration_Main-inLab",2,1542929761494,1,"IteratedNarration_Main-inLab","No","Female",3,"English","Mac","Indonesian police have stopped an attempted smuggling of exotic birds into the country. The birds were stuffed in a pipe with wire taped to the ends. The shipment would have been worth $250,000 dollars. The four men accused of the smuggling face up to 7 years in prison and an $8,000 fine. However, each guy has an alibi and it is unlikely that they had anything to do with the smuggling.","Thu Nov 22 2018 15:22:05 GMT-0800 (Pacific Standard Time)",1542928925399,"Thanks to a routine cargo check, Indonesian police have stopped an attempt at smuggling 150 exotic birds into the country. The birds were stuffed in a pipe sealed with wire at each end, and the shipment would've been worth about $250,000. The four men currently charged with the smuggling attempt face 7 years in prison and an $8,000 fine. However, each man has an alibi, and it is unlikely that they had anything to do with the purported smuggling attempt.","smuggler_free",13.9349166666667,5,"reproduction",9
1432,1072,19,"Yes","ЕК","Chrome","NzJpBCcDjP3SwrRr","false","IteratedNarration_Main-inLab",1,1543131170331,1,"IteratedNarration_Main-inLab","No","Male",1,"Cantonese","Mac","There was an arson crime and it was hard to identify the suspect until police offered significant reward.  Middle aged man was caught and may face 10 years in prison if found guilty","Sat Nov 24 2018 23:26:14 GMT-0800 (Pacific Standard Time)",1543130774400,"Since mid-April 2018, a region in Bavaria, Germany, has faced a series of fires set by one or more vandals that ignited trash cans, a car, and even an entire town house. At its peak, 8 different fires were started in a single night. Fortunately, nobody was hurt, but the material damages are estimated at around $450,000. The police could not make significant advances in finding the perpetrator until they publicly offered a reward of $6000 for each helpful tip. A crumpled-up black shirt found at one of the crime scenes and bearing a unique design may have been the critical clue. About a week ago, the police arrested a 37 year old suspect on charges of second-degree arson. If found guilty, he will face up to 10 years in prison. According to recent reports though, experts don't believe that the existing evidence clearly points to him.","arson_free",6.59885,1,"reproduction",10
849,1072,19,"Yes","ЕК","Chrome","uCxItLa6Zr5ovhp5","false","IteratedNarration_Main-inLab",1,1543131170331,1,"IteratedNarration_Main-inLab","No","Male",4,"Cantonese","Mac","Beehives destroyed.  Two minors may be responsible and are being investigated.  Public told not to assume.","Sat Nov 24 2018 23:26:14 GMT-0800 (Pacific Standard Time)",1543130774400,"A couple in Iowa discovered that many of their beehives were destroyed. The suspects are two minors; because they are minors, they may face less severe charges. The police have asked that the public not jump to conclusions.","bees_free",6.59885,2,"reproduction",10
410,1072,19,"Yes","ЕК","Chrome","BOfezszlZDZ4jPun","false","IteratedNarration_Main-inLab",1,1543131170331,1,"IteratedNarration_Main-inLab","No","Male",1,"Cantonese","Mac","Hacking caused people to pay scammers to avoid being fined.  Two middle aged people were identified.  Although no conclusive evidence is there due to blurriness.","Sat Nov 24 2018 23:26:14 GMT-0800 (Pacific Standard Time)",1543130774400,"On August 30 2018, 30,000 internet users in Spain received an email with the subject line 'Immediate response required - copyright infringement'. In these emails, the recipients were accused of illegally distributing pornographic content and were instructed to pay $11,500 by the end of September to avoid a lawsuit. Searching for the email address online leads to an official law firm website located in Barcelona. Shortly after the emails were sent out, the law firm disowned them, calling them a hoax. So far, police officials estimate that approximately 5% of the recipients have paid the money. This sums to more than $17 million that have been paid to the scammers. Now, nearly 4 weeks later, the police have tracked down the internet cafe from which the emails were sent. After observing the cafe's camera footage, the police arrested a man and a woman (both 52) who were allegedly responsible for the scam. If found guilty, they face up to 9 years in prison. However, news outlets recently acquired access to the camera footage and found that the video material is of very poor quality and therefore potentially unreliable.","scam_free",6.59885,3,"reproduction",10
828,1072,19,"Yes","ЕК","Chrome","dFldvCr6UePGCwtX","false","IteratedNarration_Main-inLab",1,1543131170331,1,"IteratedNarration_Main-inLab","No","Male",4,"Cantonese","Mac","Exotic birds were caught being smuggled in.  Men may face close to a decade in prison.  However, it suspects unlikely guilty since they have alibis.","Sat Nov 24 2018 23:26:14 GMT-0800 (Pacific Standard Time)",1543130774400,"Indonesian police have stopped an attempted smuggling of exotic birds into the country. The birds were stuffed in a pipe with wire taped to the ends. The shipment would have been worth $250,000 dollars. The four men accused of the smuggling face up to 7 years in prison and an $8,000 fine. However, each guy has an alibi and it is unlikely that they had anything to do with the smuggling.","smuggler_free",6.59885,4,"reproduction",10
787,1072,19,"Yes","ЕК","Chrome","yigh7rXcJyUtupyp","false","IteratedNarration_Main-inLab",1,1543131170331,1,"IteratedNarration_Main-inLab","No","Male",3,"Cantonese","Mac","Professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.","Sat Nov 24 2018 23:26:14 GMT-0800 (Pacific Standard Time)",1543130774400,"A professor in the Neuroscience department at Corsen University has been suspended indefinitely and could be fired––a rarity for professors with tenure––based on charges of harassment. 11 women, all former graduate students, have come forward to accuse Prof. Jim Smith of misconduct. Smith was said to have made inappropriate comments about women's appearances, invited students to his private home for meetings, and hosted several hot-tub parties, which involved nudity and at which students were present. He was also accused of having had quid-pro-quo relationships with many students. Over 100 people will testify about Smith's character.","professor_jail",6.59885,5,"reproduction",10
756,817,21,"Confused","ЕК","Safari","X6VuET502t8uChYn","false","IteratedNarration_Main-inLab",2,1543177808089,0,"IteratedNarration_Main-inLab","No","Female",2,"English","Mac","Police were able to discover a flock of exotic birds that were being transported illegally.  After investigation the police were able to identify the ring that was responsible for the crime.  With the help of eyewitness accounts and inconsistencies in the ring members' testimonies, it is likely that the ring member will be found guilty.","Sun Nov 25 2018 12:17:14 GMT-0800 (PST)",1543177034274,"Police were able to discover a group of exotic birds that were being illegally transported, most likely to be sold as exotic pets. After investigation, the police were able to arrest the ring carrying out the crime. Because of eyewitness testimonial and the fact that the suspects' testimonies have inconsistencies, it is very likely the suspects are indeed guilty.","smuggler_jail",12.8969166666667,1,"reproduction",11
1373,817,21,"Confused","ЕК","Safari","ProB5MVw3Mvk4U58","false","IteratedNarration_Main-inLab",2,1543177808089,0,"IteratedNarration_Main-inLab","No","Female",2,"English","Mac","In mid April, 2018, Bavaria, Germany suffered arson attempts with $450,000 of damage.  No clues were offered until a $6000 reward was posted.  A black t-shirt with a unique pattern may have been an important clue and now a 37 year old man is being held as a suspect.  Police believe they will find him guilty.","Sun Nov 25 2018 12:17:14 GMT-0800 (PST)",1543177034274,"In mid April, 2018, Bavaria, Germany suffered arson attempts with damages of $450,000. No clues were sent in until they offered a reward of $6000. A black tshirt with a unique pattern may have been a critical clue, and a 37 year old man is now being charged with arson. Detectives believe him to be guilty.","arson_jail",12.8969166666667,2,"reproduction",11
757,817,21,"Confused","ЕК","Safari","Jgw75Lq3wVFrLonM","false","IteratedNarration_Main-inLab",2,1543177808089,0,"IteratedNarration_Main-inLab","No","Female",3,"English","Mac","Some internet users in Spain got notified that they were breaking the law by distributing pornographic content and money was demanded from them. This was a scam and police tracked down two individuals at an internet cafe.  There is footage that is reliable.","Sun Nov 25 2018 12:17:14 GMT-0800 (PST)",1543177034274,"Some Internet users in Spain got notified saying they were breaking the law by distributing pornographic content and demanded payment. This was a scam and police tracked down two individuals at an internet cafe. There is footage that is reliable.","scam_jail",12.8969166666667,3,"reproduction",11
806,817,21,"Confused","ЕК","Safari","AL8EPVXO8ElXsE0S","false","IteratedNarration_Main-inLab",2,1543177808089,0,"IteratedNarration_Main-inLab","No","Female",2,"English","Mac","Jim Smith, a professor of Neuroscience at Corsen University, is being tried for sexual harassment.  11 women, all former graduate students, have come forward with allegations.  These allegations vary from private meetings at home to house parties with nudity to comments on female appearance.  100 colleges will offer evidence for the case.  If found guilty, Smith risks losing his job and other things.","Sun Nov 25 2018 12:17:14 GMT-0800 (PST)",1543177034274,"Jim Smith, a professor of Neuroscience at Corsen University is being charged with sexual harrassment. 11 women, all former graduate students, have come forward with allegations about him. These allegations include forced meetings at private homes, comments on female appearance, and hot tub parties which contain nudity. An investigation is based on the testimony of 100 colleges and acquaintances which relies on a history of inappropriate relationships with students. If found guilt, Prof Smith will be suspended indefinitely or perhaps fired.","professor_jail",12.8969166666667,4,"reproduction",11
980,817,21,"Confused","ЕК","Safari","GpyYMD6XKCOM0UoW","false","IteratedNarration_Main-inLab",2,1543177808089,0,"IteratedNarration_Main-inLab","No","Female",2,"English","Mac","In Dec 2017, $60K in damages was committed by two boys ages 12 and 13 who hacked beehives open.  This destroyed their owners' livelihood. They are still minors so they will only be tried in Juvie court.","Sun Nov 25 2018 12:17:14 GMT-0800 (PST)",1543177034274,"In Dec 2017, $60k in damages was committed by two boys ages 12 and 13 who hacked beehives open. This destroyed the livelihood of the owners. They're still minors so they face time only in Juvie court.","bees_free",12.8969166666667,5,"reproduction",11
1308,942,22,"Yes","ЕК","Chrome","9E4pUgvvl3tImOlQ","false","IteratedNarration_Main-inLab",2,1543203310575,1,"IteratedNarration_Main-inLab","No","Male",3,"English, Arabic","Mac","In a region in Bulgaria, Germany since mid April 2018, several perpetrators have committed several acts of vandalism. They have done such things as burn cars, trash cans, etc. At the peak of their crimes, there have been 8 arsons in a single night. In total their crimes have amounted to more than $450 thousand in damages. Police have been unable to get any of the perpetrators until they began offering a $6,000 reward. Soon after, a distinctive crumpled black shirt was found at one of the crime scenes, at which point the police were able to pinpoint the perpetrator. The evidence stacked against this individual indicates that they are very likely guilty.","Sun Nov 25 2018 21:09:01 GMT-0600 (Central Standard Time)",1543201741722,"Since mid-April 2018, a region of Bulgaria, Germany has faced several acts of vandalism on the part of one or more perpetrators. Those responsible for the crimes have set a car, trashcans, and even a townhouse on fire. At the peak of the incidents, there were 8 counts of arson in one night. Damages to this point amount to $450,000, but until police began offering a $6,000 reward for reliable tips, they were unable to catch the criminal. Recently, a crumpled black shirt with a distinctive pattern found at one crime scene has led police to arrest the alleged perpetrator. At this point there is overwhelming evidence against him, and it is very likely that the suspect in custody is guilty.","arson_jail",26.14755,1,"reproduction",12
954,942,22,"Yes","ЕК","Chrome","yigh7rXcJyUtupyp","false","IteratedNarration_Main-inLab",2,1543203310575,1,"IteratedNarration_Main-inLab","No","Male",4,"English, Arabic","Mac","11 women have come forward to report sexually inappropriate behavior and harassment against a professor. As a result, this professor is likely to lose tenure and will likely be charged with harassment.","Sun Nov 25 2018 21:09:01 GMT-0600 (Central Standard Time)",1543201741722,"Professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.","professor_jail",26.14755,2,"reproduction",12
821,942,22,"Yes","ЕК","Chrome","wo572d9yYwv41dUF","false","IteratedNarration_Main-inLab",2,1543203310575,1,"IteratedNarration_Main-inLab","No","Male",1,"English, Arabic","Mac","In late December 2017, a couple in Iowa woke up to finding their agricultural bee farm had been attacked. Nearly half of their bees and upwards of $60,000 in property damage was caused in the destruction. The police have caught the suspects (two boys of age 12 and 13). They are charged with burglary, attacking an agricultural animal farm, and more. They will be charged in juvenile court. If convicted, they will face up to 10 years in prison and $10,000 in fines. The evidence suggests that they are guilty.","Sun Nov 25 2018 21:09:01 GMT-0600 (Central Standard Time)",1543201741722,"In late December 2017, a couple in Iowa was checking on their 50 beehives when they discovered a tragic scene. The hives had been overturned and hacked apart, and the equipment had been thrown out of the shed and smashed. This destruction caused the death of about half a million bees and approximately $60,000 in property damage. Nearly three weeks later, police arrested two boys (12 and 13 years old) who, allegedly, were responsible for the damage. The charges against them include criminal mischief, burglary, and offenses to an agricultural animal facility. Since they are still minors, they will be charged in juvenile court where they face up to 10 years in prison and fines of up to $10,000 if convicted. Police officials explained that the investigation is still in progress, but the evidence so far overwhelmingly speaks to the guilt of the suspects.","bees_jail",26.14755,3,"reproduction",12
959,942,22,"Yes","ЕК","Chrome","uOx6FueCIsgf5o7S","false","IteratedNarration_Main-inLab",2,1543203310575,1,"IteratedNarration_Main-inLab","No","Male",1,"English, Arabic","Mac","Indonesian police prevented an animal smuggling with a routine cargo check. They discovered 150 exotic birds stuffed in pipes closed off with wires. They were going to be smuggled to the US to be sold as pets. If successful, the birds would have been sold for $150,000. Thanks to an anonymous tip, a 4 individuals have been identified as suspects in the smuggling. They face a potential 5 years in prison and $8,000 in charges each. However, all 4 gentleman have plausible alibis and there isn't enough evidence stacked against them. Thus, it doesn't seem likely that they committed the smuggling at this point in time.","Sun Nov 25 2018 21:09:01 GMT-0600 (Central Standard Time)",1543201741722,"Thanks to a routine cargo vessel check, the Indonesian police were able to prevent a smuggling attempt. They found about 150 exotic birds stuffed into plastic drain pipes that were sealed at each end by a wire. The animals were meant to be transported to the US, where they were to be sold as pets. Officials assume that the operation was planned and executed by a wildlife trafficking ring. This delivery would have been worth approximately $250,000. Nearly one week after discovering the illegally captured birds, the police arrested four men who purportedly attempted to commit the smuggling. The suspects face up to five years in prison and a fine of up to $8000 if found guilty. The case rests on an anonymous tip, which provides a very weak case for the suspects' guilt. Moreover, all four suspects appear to have plausible alibis. Thus, it seems very unlikely that they were involved.","smuggler_free",26.14755,4,"reproduction",12
814,942,22,"Yes","ЕК","Chrome","Cr1dvlLee281zZck","false","IteratedNarration_Main-inLab",2,1543203310575,1,"IteratedNarration_Main-inLab","No","Male",1,"English, Arabic","Mac","On August 30, 2018, emails were sent to people in Spain titled ""Immediate response - copyright infringement"". The email requested that the individuals pay $11,500 to clear their name of illegal possession of pornography. The email seemed to have been sent out from a legitimate law firm in Barcelona. However, The law firm has publicly stated that these emails are indeed a hoax. Nearly 5% of individuals who received the email sent in the money, totaling $17 million. Nearly 4 weeks later, police pinpointed the cafe that the emails were sent from. Soon after, through using security footage of the cafe, the individuals who sent the emails were found. Particularly, they were a man and woman (a couple). They face charges and consequences of up to 9 years in prison.","Sun Nov 25 2018 21:09:01 GMT-0600 (Central Standard Time)",1543201741722,"On August 30 2018, 30,000 internet users in Spain received an email with the subject line 'Immediate response required - copyright infringement'. In these emails, the recipients were accused of illegally distributing pornographic content and were instructed to pay $11,500 by the end of September to avoid a lawsuit. Searching for the email address online leads to an official law firm website located in Barcelona. Shortly after the emails were sent out, the law firm disowned them, calling them a hoax. So far, police officials estimate that approximately 5% of the recipients have paid the money. This sums to more than $17 million that have been paid to the scammers. Now, nearly 4 weeks later, the police have tracked down the internet cafe from which the emails were sent. After observing the cafe's camera footage, the police arrested a man and a woman (both 52) who were allegedly responsible for the scam. If found guilty, they face up to 9 years in prison. Moreover, news outlets recently acquired access to the camera footage and found that the video material is of very high quality and therefore undoubtedly reliable.","scam_jail",26.14755,5,"reproduction",12
1342,979,18,"Yes","ЕК","Chrome","w1juIaPTZ6gjZyco","false","IteratedNarration_Main-inLab",1,1543206889891,2,"IteratedNarration_Main-inLab","No","Female",2,"Chinese, English","Mac","4 men arrested for the illegal sale of exotic birds (value of $250k) by Indonesian police.","Sun Nov 25 2018 20:23:37 GMT-0800 (Pacific Standard Time)",1543206217980,"Indonesian Police found that $250k worth of exotic birds were being stolen and traded in the black market. There were 4 men who were arrested and will go to jail if the jury found them guilty.","smuggler_jail",11.1985166666667,1,"reproduction",13
760,979,18,"Yes","ЕК","Chrome","Cr1dvlLee281zZck","false","IteratedNarration_Main-inLab",1,1543206889891,2,"IteratedNarration_Main-inLab","No","Female",2,"Chinese, English","Mac","A couple in Spain arrested for sending out hoax emails from a law firm to people, accusing them of the illegal possession of pornography. 5% paid, totaling 17 million dollars.","Sun Nov 25 2018 20:23:37 GMT-0800 (Pacific Standard Time)",1543206217980,"On August 30, 2018, emails were sent to people in Spain titled ""Immediate response - copyright infringement"". The email requested that the individuals pay $11,500 to clear their name of illegal possession of pornography. The email seemed to have been sent out from a legitimate law firm in Barcelona. However, The law firm has publicly stated that these emails are indeed a hoax. Nearly 5% of individuals who received the email sent in the money, totaling $17 million. Nearly 4 weeks later, police pinpointed the cafe that the emails were sent from. Soon after, through using security footage of the cafe, the individuals who sent the emails were found. Particularly, they were a man and woman (a couple). They face charges and consequences of up to 9 years in prison.","scam_jail",11.1985166666667,2,"reproduction",13
749,979,18,"Yes","ЕК","Chrome","eU3nwUBrKXAOhZDn","false","IteratedNarration_Main-inLab",1,1543206889891,2,"IteratedNarration_Main-inLab","No","Female",3,"Chinese, English","Mac","A tenure professor is accused of sexual misconduct and is being investigated by an outside law firm. If found guilty, he will be arrested and discharged but testimony from 100 students might not be strong enough evidence.","Sun Nov 25 2018 20:23:37 GMT-0800 (Pacific Standard Time)",1543206217980,"A professor has been accused of sexual misconduct. He has performed sexual favors. An external firm is conducting an investigation, and if found guilty, this professor could be suspended or even fired, which is rare for a tenured professor. However, the testimony of 100 students, of which this is based on, may not be as strong as previously thought.","professor_free",11.1985166666667,3,"reproduction",13
941,979,18,"Yes","ЕК","Chrome","SYmQ0zBGswlg1CQO","false","IteratedNarration_Main-inLab",1,1543206889891,2,"IteratedNarration_Main-inLab","No","Female",1,"Chinese, English","Mac","Two boys arrested for the destruction of a couple's beehive and their equipments, killing half a million bees causing great monetary damage. However, even though they are still minors, they are facing charges of up to ten years in imprisonment and thousands of dollars in fine if found guilty.","Sun Nov 25 2018 20:23:37 GMT-0800 (Pacific Standard Time)",1543206217980,"In late December 2017, a couple in Iowa was checking on their 50 beehives when they discovered a tragic scene. The hives had been overturned and hacked apart, and the equipment had been thrown out of the shed and smashed. This destruction caused the death of about half a million bees and approximately $60,000 in property damage. Nearly three weeks later, police arrested two boys (12 and 13 years old) who, allegedly, were responsible for the damage. The charges against them include criminal mischief, burglary, and offenses to an agricultural animal facility. Since they are still minors, they will be charged in juvenile court where they face up to 10 years in prison and fines of up to $10,000 if convicted. Police officials explained that the investigation is still in progress, but the evidence so far overwhelmingly speaks to the guilt of the suspects.","bees_jail",11.1985166666667,4,"reproduction",13
754,979,18,"Yes","ЕК","Chrome","DNbYHazIT6bow9A8","false","IteratedNarration_Main-inLab",1,1543206889891,2,"IteratedNarration_Main-inLab","No","Female",3,"Chinese, English","Mac","Series of eight fires in Germany, each site left with a black shirt. The greatest fire damage was $6k.","Sun Nov 25 2018 20:23:37 GMT-0800 (Pacific Standard Time)",1543206217980,"There were a series of 8 fires in Bavaria, Germany. Black shirts were found at every site of a fire. The most amount of damage was $6k.","arson_free",11.1985166666667,5,"reproduction",13
