"chain";"generation";"reproduction";"story_title"
"JstyGemDou1LRtMq";5;"There were a group of perpetrators illegally arrested for smuggling birds worth $10,000. Each perpetrator faces up to ten years in prison.";"smuggler_jail"
"k1oXYdvjHYenE3yY";1;"In Germany, a lot of fires were set, lighting up a car and even a town house. In one night, as many as 8 fires had been lit. Although no one was hurt, the material damage equated to about $450,000. The police had trouble finding the perpetrator until they offered a reward of $6000 for each helpful tip. A crumpled up black shirt at one of the crime scenes with a unique design on it was probably the most helpful hint. The police finally arrested a 37 year old suspect, and if found guilty, he could face up to 10 years in prison for second-degree arson. However, according to recent reports, investigators think the evidence may not point as strongly to him.";"arson_free"
"k1oXYdvjHYenE3yY";2;"In Germany, someone was lighting fires around a town including cars and homes. One night, 8 fires were lit. No one was injured but the material damage was valued at $450,000. The police offered $6,000 to any individual who presented a helpful tip in finding the perpetrator. A shirt found at one of the crime scenes led to the arrest of a 37 year old suspect, however, the police still have doubts about him.";"arson_free"
"k1oXYdvjHYenE3yY";3;"In Germany, someone lit fires around a town with homes and cars. One night, 8 fires were lit. No one was hurt but the property damage was around $450,000. The police offered a $6000 reward for anyone who could give them a tip leading to an arrest. A shirt was found that led them to arrest a 37 year old man, but the police have doubts about him.";"arson_free"
"k1oXYdvjHYenE3yY";4;"In Germany, someone lit 8 fires around cars and homes. There was a ton of damage, and finally police found a shirt leading to the arrest of a 37 yr old man. They're still doubtful as to whether it was an accurate arrest, though.";"arson_free"
"k1oXYdvjHYenE3yY";5;"In Germany, someone lit 8 fires around cars and homes. The police were able to find a shirt that they believed belonged to the perpetrator, and tracked down the suspect. They are not sure if they arrested the correct person, though.";"arson_free"
"k71Y63m1hZ7hnV6A";1;"In 2018, a region in Bavaria, Germany faced a series of arson crimes. People started fires by igniting trash cans, and even a town house. At its peak, there were 8 fires started in one night. Although nobody was hurt, the material damages summed up to about $145,000. The police were not able to get any leads until they offered $6000 for each helpful tip that they received. A crumpled up black shirt with a unique logo on it may have been the most helpful clue. They later arrested a 37 year old man on charges of second-degree arson, however experts say there is not enough evidence to convict him.";"arson_free"
"k71Y63m1hZ7hnV6A";2;"A region in Bavaria, Germany was the location of several arson related crimes, from fires in trash cans to houses.  The damages were $145,000. The police were not able to find any leads until offering $6000 for each tip. The only helpful lead they found was a crumpled black t shirt, which led to an arrest of a 37 year old man, although there is not enough evidence for his arrest.";"arson_free"
"k71Y63m1hZ7hnV6A";3;"In Bavaria, there were a series of crimes that included burning trash cans and robbery. The damages went up to $145,000. The police didn't find any leads until they offered rewards of $6000 for a tip. The only useful tip the police found was a black t-shirt that lead to the arrest of a 37 year old man, although this wasn't enough evidence for his arrest.";"arson_free"
"k71Y63m1hZ7hnV6A";4;"In Barvaria, there has been a spree of crimes including destroying property and arson. Such crimes have been incredibly costly and no leads were found until there was a reward. The only lead was that the man was wearing a black shirt. A 37 year old was suspected but the info given is insufficient to justify arrest. \n";"arson_free"
"k71Y63m1hZ7hnV6A";5;"A 37 year old is suspected of arson in Bavaria.";"arson_free"
"k7ifG1tVVLsAe9oc";1;"Police in Indonesia, when carrying out a routine cargo check, found several exotic birds stuffed into drain pipes that were closed at each end. They suspected a group of wildlife traffickers. The testimony of the suspects is inconsistent, and several people's testimony indicates their guilt. They face a fine of $8000 and several years in prison.";"smuggler_jail"
"k7ifG1tVVLsAe9oc";2;"Police in Indonesia carrying out a routine cargo check found several exotic birds stuffed into drain pipes that were closed off at both ends. The police suspected wildlife traffickers and arrested suspects, who had inconsistent testimonies that indicated their guilt. If charged, they face a fine of $8000 and up to 9 years in prison.";"smuggler_jail"
"k7ifG1tVVLsAe9oc";3;"Police in Indonesia when doing a usual cargo check found exotic birds stuffed into pipes that were closed on both ends. Wildlife traffickers are suspected of this crime, because their inconsistent testimonies. If charged, they'll face 9 years in prison and many, many dollars in fines.";"smuggler_jail"
"k7ifG1tVVLsAe9oc";4;"Police in Indonesia while doing routine checks found exotic birds stuffed into pipes that were closed at both ends.  Wildlife traffickers are suspected of this crime.  There isn't enough evidence yet, but if caught, they will face up to 9 years in prison and high fines.";"smuggler_jail"
"k7ifG1tVVLsAe9oc";5;"In Indonesia, the maximum penalty for stuffing exotic birds into pipes is heavy fines and 9 years in prison. When an incidence of such a crime occurred, the police suspected that wildlife traffickers were responsible for the crime.";"smuggler_jail"
"Kg4TdSTKefvKLSzb";1;"On August 30th 2018, 30,000 internet users in Spain received an email with the subject line ""Response Required - Copyright Infringement.""  The email accused them of distributing pornographic material and demanded an $11,700 fine.  An internet search of the law firm ostensibly associated with the email returned a credible law firm.  However, that law firm soon identified and announced the email was a hoax.  The police eventually tracked down the internet cafe from which the message was sent.  Video from the cafe implicate a 52-year-old man and a 52-year-old woman.  The video was grainy, so it's hard to make any firm accusations.  It is now four weeks later, and around 5% of the recipients have paid the money, which totals to around $17 million.  If convicted, the suspects face up to 7 years in prison.";"scam_free"
"Kg4TdSTKefvKLSzb";2;"In Ausust 2018, 30,00 emails were sent with subject line ""Copyright Infringement"" which accused the readers of distributing illegal material and demanding $11,700 fine. An internet search of the lawfirm seems credible, but three weeks later the law firm says it's a hoax. But nearly $17 million dollars have already been paid.";"scam_free"
"Kg4TdSTKefvKLSzb";3;"In August of 2018, 30,00 emails were apparently sent from a web-searchable law firm, indicating recipients had infringed on copyright. They demanded $11,800 in fines. However, three weeks later, the law firm came out identifying these emails to be a hoax. Almost $17 million had already been paid.";"scam_free"
"Kg4TdSTKefvKLSzb";4;"In august 2018, 30,000 emails were sent and suspected of copyright. They requested about 11k in fines, but after 7 million already paid they realized it was a hoax";"scam_free"
"Kg4TdSTKefvKLSzb";5;"In August 2018, 30,000 hoax emails were sent. They were suspected of being a hoax, and";"scam_free"
"KxzDREQps7SE6zTu";1;"There were some fires set in Bavaria, Germany. The local police were having trouble figuring out who caused the fires until they set up a $6000 reward for tips. The police then found a black shirt that led them to arrest the guilty individual. It is unclear whether they found the shirt because of the monetary reward or not.";"arson_jail"
"KxzDREQps7SE6zTu";2;"Some fires, possibly arson, were set in Bavaria, Germany. Police had trouble finding any leads on the possible culprit until they put out a $6,000 reward for any tips. Afterwards, police found a black shirt that led to them finding and arresting the potential perpetrator of the fires. It is unclear whether the monetary reward for tips was the cause of this new development.";"arson_jail"
"KxzDREQps7SE6zTu";3;"There was a fire in Bavaria Germany. Police put out a monetary prize for any tips on the case. They ended up finding a black shirt that led to the culprit. But, they don't  know if the money helped them find the black shirt.";"arson_jail"
"KxzDREQps7SE6zTu";4;"Following a man-made fire in Bavaria, Germany, a black shirt constituted sufficient evidence to lead the police to the arsonist guilty of causing it. However, it is unclear whether this finding was the result of the monetary prize that the police offered in exchange for evidence relating to the case.";"arson_jail"
"KxzDREQps7SE6zTu";5;"After a man-made fire in Germany, a black shirt was enough evidence for the police to convict the arsonist. However, it is unclear whether this is a result of the police issuing a monetary reward for evidence regarding the case.";"arson_jail"
"neKlVvImJcUaYfbd";1;"30,000 internet users in Spain received a scam email warning charges for distributing pornographic content if they didn't send $11,500 within a month. Already $17 mil have been collected from 5% of the recipients. The email address was linked to a law firm in Barcelona, which denied that they sent the email. The scammers (both 52)) were caught on video footage at an internet cafe.";"scam_jail"
"neKlVvImJcUaYfbd";2;"30,000 internet users in Spain were sent a scam email threatening the distribution of pornographic content if they did not send $11,500 within a month. Seventeen million dollars have already been collected from 5% of the email's recipients. The perpetrators (both 52) were caught on video footage at an internet café.";"scam_jail"
"neKlVvImJcUaYfbd";3;"In Spain, 30 million people have been send emails threatening distribution of pornographic content if they did not pay $11,000. These emails were send from a location with footage. The senders have already collected 17 million dollars from 5% of the recipients.";"scam_jail"
"neKlVvImJcUaYfbd";4;"In Spain, 30 million people were sent malicious emails by a hacker group. The hackers threatened to fill the receivers computers with pornography if a ransom of $11,000 was not paid. The hackers have already received 17 million dollars, from just 5% of the victims.";"scam_jail"
"neKlVvImJcUaYfbd";5;"In Spain, 30 million people received emails from hackers who threatened to flood their computers with pornography unless a sum of $11,000 was paid. The hackers have earned a lot of money already despite only 5% of people sending money.";"scam_jail"
"OxeQFpfbyKzpIg69";1;"On August 30, 2018, 30,000 internet users in Spain received an email with the subject line ""Copyright infringement––immediate response required."" The email accused users of having illegally distributed pornographic content, and instructed them to pay $11,500 by the end of September to avoid a lawsuit. Searching for the email address online leads to the website of a real law firm in Barcelona. However, the law firm has come forward and identified these emails as a hoax. According to police, 5% of the email's recipients have already paid the fine, which amounts to over $17 million having gone to the scammers. Police were able to trace the original location from which the spam email was sent, and found that it came from an internet cafe. Footage places two people, one man and one woman, at the scene. If caught, the scammers face 9 years in prison. Furthermore, it has been reported that the footage from the cafe is extremely high quality, so it is quite likely to serve as  unquestionable evidence against those charged.";"scam_jail"
"OxeQFpfbyKzpIg69";2;"A scam occurred in which 2 people sent an email from a real Barcelona law firm address, asking recipients to pay $11500 for wrongfully distributing pornographic content. 5% of recipients paid, amounting in $17 million for the scammers. Police traced the email to a Internet cafe, and 2 people were caught on high-quality camera committing the scam. If police are able to find and identify these people, there is ample evidence to charge them with the crime (and put them in jail for 9 years).";"scam_jail"
"OxeQFpfbyKzpIg69";3;"Two people sent a scam email from a valid Barcelona law firm's email address, demanding $115,000 for distribution of pornographic material. 5% of people paid, sending the scammers at total of 17 million dollars. The email was traced and the people were caught on high definition tape. If they are caught they face 9 years in jail.\n";"scam_jail"
"OxeQFpfbyKzpIg69";4;"Scammers sent fake emails to people where 5% of people responded, leading to the scammers earning millions of dollars";"scam_jail"
"OxeQFpfbyKzpIg69";5;"Scammers sent emails to a group of people, and 5% of those people participated in the emails' instructions, thus leading to the scammers obtaining millions of dollars.";"scam_jail"
"psOHub3EB7QIZaT9";1;"Indonesian police found 150 wildlife were found squeezed in plastic tubes in the middle of being smuggled to the U.S. Altogether they are valued at 250,000 USD. Officials suspect a wildlife trafficking ring was involved. Four suspects were arrested, but their solid alibis cast doubt on whether they are guilty.";"smuggler_free"
"psOHub3EB7QIZaT9";2;"Halfway to the US, Indonesian police discovered 150 wildlife packed into plastic tubes that was estimated to be valued at 250,000 USD. They suspected a wildlife trafficking ring and subsequently arrested four individuals, however, their reliable alibis cast doubt.";"smuggler_free"
"psOHub3EB7QIZaT9";3;"Halfway into the US, Indonesian police found 150 wildlife stuffed into an estimate 250000 USD worth of containers. It was suspected to be a trafficking ring. 4 people were arrested but they may not be the culprits due to reliable alibis.";"smuggler_free"
"psOHub3EB7QIZaT9";4;"Halfway into the US, Indonesian police found 150 wildlife animals stuffed inside a container that holds a lot of US dollars.. It was suspected to be a trafficking ring. The people accused may not be convicted due to their alibis checking out.";"smuggler_free"
"psOHub3EB7QIZaT9";5;"Indonesian police were able to find 150 wild life animals in a container that was halfway through it's journey to the US. They suspect this animal trafficking was done by a trafficking ring. The people accused may not face any legal action with the help of their alibis.";"smuggler_free"
"rVhbwYTe9yOjyZpY";1;"Prof Jim Smith had tons of sexual harassment allegations against him. Some of these allegations include hot tube and nudity related parties at his own house.";"professor_free"
"rVhbwYTe9yOjyZpY";2;"Professor Jim Smith faces several sexual harassment allegations, which include hot tube and nudity related events at his house.";"professor_free"
"rVhbwYTe9yOjyZpY";3;"A professor named Jim Smith is facing sexual misconduct claims, including hot tube and nudity at his house.";"professor_free"
"rVhbwYTe9yOjyZpY";4;"A professor named Jim Smith is facing sexual misconduct charges, including hot tube and nudity in his house.";"professor_free"
"rVhbwYTe9yOjyZpY";5;"A professor is facing sexual misconduct charges including hot tube and nudity in his house.";"professor_free"
"S1IGkYppkDv6XPQV";1;"On August 20, 2018, 30,000 internet users in Spain received an email with a subject line that said ""immediate response required - copyright infringement."" The email said that the recipients were guilty of illegally distributing pornography, and demanded that they pay a fine of $11,500. When the email address that the message came from is searched, it belongs to a reputable law firm. However, shortly after the messages were sent, the law firm disowned them and said that they were a hoax. But, about 7% of recipients had already payed the money, resulting in about $17 million to the scammers. Four weeks later, police discovered the internet cafe from which the emails were sent and arrested two people, a man and a women (both 52) based on security camera footage. If guilty, they face up to 9 years in prison. However, recent news coverage shows that the video footage is poor quality, and may not be sufficient to determine if the two suspects are responsible.";"scam_free"
"S1IGkYppkDv6XPQV";2;"On August 20, 2018, 30,000 people in Spain received an email whose subject was ""immediate response required - copyright infringement."" The email said that they were guilty of illegally distributing pornographic material and had to pay a fine of $11,500. The email was from a reputable law firm, but the law firm dismissed it as a hoax. However, 7% of the users had already paid the fine, resulting in $17 million to the scammers. The police investigated and arrested two people, a man and a woman (both aged 52), from security footage. If guilty, they face up to 9 years in prison. However, the security footage is not as accurate as they originally thought.";"scam_free"
"S1IGkYppkDv6XPQV";3;"A man and a woman used the alias of a law firm to email many people and collect a fine from them for distributing pornographic material. Around 7% of the people ended up paying the fine, but the man and woman were ultimately caught.";"scam_free"
"S1IGkYppkDv6XPQV";4;"A man and woman use a law firm's e-mail domain to scam people out of money by accusing them of distributing pornographic material.";"scam_free"
"S1IGkYppkDv6XPQV";5;"A man and a woman use a law firm's email domain to scam people out of their money by accusing them of distributing pornographic material.";"scam_free"
"SYmQ0zBGswlg1CQO";1;"Two boys arrested for the destruction of a couple's beehive and their equipments, killing half a million bees causing great monetary damage. However, even though they are still minors, they are facing charges of up to ten years in imprisonment and thousands of dollars in fine if found guilty.";"bees_jail"
"SYmQ0zBGswlg1CQO";2;"Two boys were recently arrested for the destruction of their neighbor's beehive. They killed over half of the bees. Although the boys are minors, they face up to ten years in prison, and thousands of dollars in fines - if they are convicted.";"bees_jail"
"SYmQ0zBGswlg1CQO";3;"Two boys were arrested for killing a beehive. They killed half of the bees. The boys could face significant prison time.";"bees_jail"
"SYmQ0zBGswlg1CQO";4;"Two boys were arrested for killing a beehive. They killed half of the bees. They are facing jail time.";"bees_jail"
"SYmQ0zBGswlg1CQO";5;"Two boys were charged with killing a beehive. They killed have the bees. They are facing jail time.";"bees_jail"
"TU0IxSBegPfRTFPY";1;"Prof. Jim Smith is accused by 11 former female graduate students of sexual harassment. Claims are: he commented on women's appearances, hosted hot tub parties with nudity, invited female graduate students into his private home to meet, and he may have had sexual relations with some of his female graduate students. 100 of his colleagues and former students are being interviewed to see if these allegations are true. If they are true, Prof. Smith, a tenured professor, will lose his job, which is rare for someone with tenure. These 100 interviews will shine some light on the truth of the accusations.";"professor_free"
"TU0IxSBegPfRTFPY";2;"Professor Smith was accused by 11 of his female graduates of sexual harassment. The claims include making inappropriate comments, organizing meetings in hot tubs and even having sexual relations with some of his students. 100 of his colleagues will be interviewed to see if the allegations are true. If they are, Smith will be fired – it is very rare for a professor like him, who has a tenure, to be fired.";"professor_free"
"TU0IxSBegPfRTFPY";3;"Professor Smith has been accused of sexual harassment by 11 of his female students. He has been accused of making sexual comments and organizing meetings in hot tubs. He may be fired.";"professor_free"
"TU0IxSBegPfRTFPY";4;"Professor Smith has been accused of sexual harassment by 11 of his female students. He has been accused of making sexual comments, and organizing meetings in hot tubs. He may be fired.";"professor_free"
"TU0IxSBegPfRTFPY";5;"Professor Smith was accused by eleven of his female students of sexual harrassment for innappropriate comments and meetings in the hot tub. He might be fired.";"professor_free"
"uCxItLa6Zr5ovhp5";1;"A couple in Iowa discovered that their many beehives were destroyed. After investigating the scene, the police were able to discover that the main suspects were two minors. The minors were charged with a variety of crimes. However, because the alleged suspects were minors, the police have announced that they may face less severe charges. The police have also asked that people avoid jumping to conclusions.";"bees_free"
"uCxItLa6Zr5ovhp5";2;"A couple in Iowa discovered that many of their beehives were destroyed. The suspects are two minors. Because they are minors, they may face less severe charges. Police have asked that the public don't jump to conclusions.";"bees_free"
"uCxItLa6Zr5ovhp5";3;"A couple in Iowa discovered that many of their beehives were destroyed. The suspects are two minors; because they are minors, they may face less severe charges. The police have asked that the public not jump to conclusions.";"bees_free"
"uCxItLa6Zr5ovhp5";4;"Beehives destroyed.  Two minors may be responsible and are being investigated.  Public told not to assume.";"bees_free"
"uCxItLa6Zr5ovhp5";5;"Two minors are suspected of destroying a beehive, but this is just an assumption.";"bees_free"
"uOx6FueCIsgf5o7S";1;"Indonesian police prevented an animal smuggling with a routine cargo check. They discovered 150 exotic birds stuffed in pipes closed off with wires. They were going to be smuggled to the US to be sold as pets. If successful, the birds would have been sold for $150,000. Thanks to an anonymous tip, a 4 individuals have been identified as suspects in the smuggling. They face a potential 5 years in prison and $8,000 in charges each. However, all 4 gentleman have plausible alibis and there isn't enough evidence stacked against them. Thus, it doesn't seem likely that they committed the smuggling at this point in time.";"smuggler_free"
"uOx6FueCIsgf5o7S";2;"In an American-bound Indonesian boat, smugglers stuffed 150 exotic birds to be sold for an estimated $150,000. The bids hidden inside inside pipes closed off by wires. Thanks to an anonymous tip, authorities uncovered the attempt. Four suspects were identified, but none were convicted on account of plausible alibis.";"smuggler_free"
"uOx6FueCIsgf5o7S";3;"In an America-bound Indonesian boat, 150 exotic birds were going to be smuggled. They were hidden in pipes wrapped with wires. Four suspects were found but weren't convicted because of plausible alibis.";"smuggler_free"
"uOx6FueCIsgf5o7S";4;"There was an indonesian boat with 150 exotic smuggled birds going to america, but were caught midway";"smuggler_free"
"uOx6FueCIsgf5o7S";5;"There was an indonesian boat with 50 birds, but they were caught midway";"smuggler_free"
"VlSEbW1OSdwcTHj8";1;"Prof. Jim Smith of Corsen University has been accused of sexual assault of 11 different women. He allegedly had quid pro quo relationships with several graduate students and hosted hot tub parties were nudity was invovled and students were present. If found guilty he could be suspended or even fired, a rarity for tenured professors. Based on character surveys it appears that there may be grounds for these accusations.";"professor_jail"
"VlSEbW1OSdwcTHj8";2;"A professor was accused of sexual assaulting women in various ways. He had tenure. The accusations are believable given his character judgement.";"professor_jail"
"VlSEbW1OSdwcTHj8";3;"A professor was accused of sexually assaulting several women. His actions came as shock since he had tenure.";"professor_jail"
"VlSEbW1OSdwcTHj8";4;"People were surprised when a professor was found guilty of sexually assaulting multiple women, They were surprised that he would was found guilty because he had tenure.";"professor_jail"
"VlSEbW1OSdwcTHj8";5;"People were surprised that the professor was found assaulting multiple women. They are surprised that he was found guilty because he had Tenure.";"professor_jail"
"WdBIcKMSI5txdaDd";1;"A professor is suspected of sexual harassment. It has been reported by many of his graduate students and other peers. If found guilty, he would be asked to leave his position.";"professor_jail"
"WdBIcKMSI5txdaDd";2;"A professor is suspected of sexual harassment. It was been reported by graduate students and his peers. If found guilty, he would be asked to leave his position.";"professor_jail"
"WdBIcKMSI5txdaDd";3;"A professor is suspected of sexual harassment and he was reported by graduate students. If he is found guilty, he will have to leave his position.";"professor_jail"
"WdBIcKMSI5txdaDd";4;"Graduate student reported sexual assault from a professor. If the professor is convicted, he will lose his job.";"professor_jail"
"WdBIcKMSI5txdaDd";5;"Graduate students accused a professor of sexual assault and he will lose his job if he is found guilty.";"professor_jail"
"WFnJiReIDnBkpFsB";1;"August 2018 in Spain there was an email scam that accumulated over $17 million to the scammers. Victims were sent an email that claimed they had to pay thousands of dollars in order to evade a lawsuit over the sharing of pornographic media. The email account associated with the scam email could be traced to a local law form who quickly disputed it as a hoax. By then, multiple people had already paid. The location of the scammers could be traced to a local coffee shop where clear footage revealed a man and a woman who were allegedly responsible for the scam.";"scam_jail"
"WFnJiReIDnBkpFsB";2;"A man and woman conducted an email scam that netted them over $17 million dollars. They did this by pretending to be a local law firm and demanding people to pay up over a lawsuit over unlawful distribution of pornographic materials.";"scam_jail"
"WFnJiReIDnBkpFsB";3;"A couple conducted an internet scam that resulted in a net gain of 17 million dollars. The couple would pretend to be a law firm and they would accuse people of unlawful distribution of pornographic photos and tell them to pay up for their crimes.\n";"scam_jail"
"WFnJiReIDnBkpFsB";4;"A coupe conducted an internet scam in which they would pretend to be a law firm and would tell people that they needed to pay money over a law suit regarding illegal distribution of porn.  The couple made over $17m.";"scam_jail"
"WFnJiReIDnBkpFsB";5;"A couple made over $17 million through internet scams in which they would pretend to be a law firm seeking damages related to ""illegal pornography distribution"".";"scam_jail"
"wo572d9yYwv41dUF";1;"In late December 2017, a couple in Iowa woke up to finding their agricultural bee farm had been attacked. Nearly half of their bees and upwards of $60,000 in property damage was caused in the destruction. The police have caught the suspects (two boys of age 12 and 13). They are charged with burglary, attacking an agricultural animal farm, and more. They will be charged in juvenile court. If convicted, they will face up to 10 years in prison and $10,000 in fines. The evidence suggests that they are guilty.";"bees_jail"
"wo572d9yYwv41dUF";2;"A couple in 2017 woke up to a destroyed be farm. The responsible were two 12 and 13 year old kids. If found guilty. they could be fined and sent to juvie for 10 years";"bees_jail"
"wo572d9yYwv41dUF";3;"A couple in 2017 woke up to find their farm destroyed. The accused were two 12 and 13 year-olds. If found guilty, they would be sent to juvie.";"bees_jail"
"wo572d9yYwv41dUF";4;"A couple's farm burned down in 2017. There were two twelve and 13-year-olds who accused and could go to juvie if they were found guilty.";"bees_jail"
"wo572d9yYwv41dUF";5;"A couple's farm was burned down in 2017. There were two twelve and thirteen year olds who were accused";"bees_jail"
"X6VuET502t8uChYn";1;"Police were able to discover a group of exotic birds that were being illegally transported, most likely to be sold as exotic pets. After investigation, the police were able to arrest the ring carrying out the crime. Because of eyewitness testimonial and the fact that the suspects' testimonies have inconsistencies, it is very likely the suspects are indeed guilty.";"smuggler_jail"
"X6VuET502t8uChYn";2;"Police were able to discover a flock of exotic birds that were being transported illegally.  After investigation the police were able to identify the ring that was responsible for the crime.  With the help of eyewitness accounts and inconsistencies in the ring members' testimonies, it is likely that the ring member will be found guilty.";"smuggler_jail"
"X6VuET502t8uChYn";3;"Police were able to find a flock of exotic birds being transported illegally. The police have found that the ring and its members are likely suspects. After several eye-witness accounts and inconsistencies within the testimonies of ring members, it is very likely that the ring leader will be found guilty.";"smuggler_jail"
"X6VuET502t8uChYn";4;"Police found a flock of exotic birds being transported illegally. Although the police suspects a specific criminal ring of committing the crime, there are serious inconsistencies in the stories of eye witnesses and ring members - so much so that the ring leader will most likely not be caught.";"smuggler_jail"
"X6VuET502t8uChYn";5;"After a police seizure of exotic birds being sold by an illegal trading ring, the police attempted to open a case against the ring. However, due to the inconsistencies of the evidence presented by eyewitnesses and ring members, the likelihood of the ringleader being caught is low.";"smuggler_jail"
"XqLTvxT4xRASDgeX";1;"There were a series of multiple arsons in Bavaria, Germany. The arsons created much material damage, and the police were quick to investigate the perpetrator. Because original investigations were fruitless, the police then turned to the public for help, offering a monetary reward. Then, a specific shirt of the perpetrator turned up, with a specialized design. In this way, the police arrested a man. Because of the physical evidence, it is indubitable that the suspect is guilty.";"arson_jail"
"XqLTvxT4xRASDgeX";2;"There was a series of multiple arsons in Bavaria, Germany. Police are offering a monetary reward to citizens who can help track down the arsonists. A specific shirt design was identified and used to track down the suspect, whose guiltiness was indubitable.";"arson_jail"
"XqLTvxT4xRASDgeX";3;"After a series of multiple arsons, police put out an offer for people to catch him, who was wearing a very easy to identify shirt";"arson_jail"
"XqLTvxT4xRASDgeX";4;"A suspected arsonist was wearing a very identifiable shirt. Police were asking the public to look for him.";"arson_jail"
"XqLTvxT4xRASDgeX";5;"An arsonist was wearing an identifiable shirt. Police were asking people to look for him.";"arson_jail"
"Y21T5zOAWJkVUCBc";1;"In April 2018, a series of arsons occured in Bavaria, Germany. The arsons ranged from trash cans to town houses, with as many as 6 fires started in one night. These fires incurred over 200000 dollars in damages. Though the manhunt was slow, a 6000 dollar reward for information eventually became fruitful. A unique black shirt found at one of the crime scenes may have been a crucial clue. A 37 year old man was arrested, and the evidence leaves little doubt that he is guilty.";"arson_jail"
"Y21T5zOAWJkVUCBc";2;"There was a string of deliberate arsons in Bavaria, Germany over a long period of time. As many as 6 fires were started in one night, and it caused an extreme amount of damage - as much as 200,000 dollars. A black shirt was discovered as a key clue after a 6,000 dollar reward was offered, and a 37 year old man was arrested. He is presumed guilty.";"arson_jail"
"Y21T5zOAWJkVUCBc";3;"There was a series of 6 deliberate arsons in Bavaria Germany that happened over an extended period of time. An extreme amount of damage, as much as 200,000 dollars, was caused. A black shirt and 6000 were used as clues to find the suspect.";"arson_jail"
"Y21T5zOAWJkVUCBc";4;"There were six deliberate arsons that happened in Germany. It caused a total of 200,000 in damage. And something and 6000 were used to find the suspect.";"arson_jail"
"Y21T5zOAWJkVUCBc";5;"There were 6 deliberate arsons in Germany. Hundreds of thousands were impacted and this caused thousands in damage";"arson_jail"
"yigh7rXcJyUtupyp";1;"A professor in the Neuroscience department at Corsen University has been arrested for sexual harassment. 11 women, all former graduate students, have come forward with allegations against Prof. Jim Smith. He faces charges of making inappropriate comments on women's appearances, making students come to his private home for meetings, and hosting several hot-tub parties that included nudity at which some of his student were present. Smith is also known to have had several quid pro quo relationships with some of his students. He has been suspended indefinitely and may even be fired, a rarity for professors with tenure. Over 100 people who know him have testified about his character.";"professor_jail"
"yigh7rXcJyUtupyp";2;"A professor in the Neuroscience department at Corsen University has been suspended indefinitely and could be fired––a rarity for professors with tenure––based on charges of harassment. 11 women, all former graduate students, have come forward to accuse Prof. Jim Smith of misconduct. Smith was said to have made inappropriate comments about women's appearances, invited students to his private home for meetings, and hosted several hot-tub parties, which involved nudity and at which students were present. He was also accused of having had quid-pro-quo relationships with many students. Over 100 people will testify about Smith's character.";"professor_jail"
"yigh7rXcJyUtupyp";3;"Professor is likely to lose tenure and get charged for harassment.  \n11 women have come forward to testify of sexually inappropriate behavior and harassment.";"professor_jail"
"yigh7rXcJyUtupyp";4;"11 women have come forward to report sexually inappropriate behavior and harassment against a professor. As a result, this professor is likely to lose tenure and will likely be charged with harassment.";"professor_jail"
"yigh7rXcJyUtupyp";5;"A woman has charged a professor with sexual harassment. The professor will most likely lose tenure.";"professor_jail"
"ZOu0bEUZt14cVKHj";1;"In Bavaria, Germany, there have recently been 8 fires set to trash cans, resulting in $450,000 in damages. The police a 37-year-old man as a suspect, after rewarding $6000 for any tips about the perpetrator. However, they are not sure if he is the true suspect.";"arson_free"
"ZOu0bEUZt14cVKHj";2;"In Bavaria, Germany, there had been 8 car fires which had a cost of $450,000 dollars. The police had a tip off. But they could find nothing.";"arson_free"
"ZOu0bEUZt14cVKHj";3;"In Balvaria, Germany there had been 8 car fires, that cost a total of 450,000 dollars. The police were tipped off. They could find nothing.\n";"arson_free"
"ZOu0bEUZt14cVKHj";4;"In Balvaria, Germany there have been 8 car fires that led to $450,000 in damages.  The police have not been able to figure out who is responsible.";"arson_free"
"ZOu0bEUZt14cVKHj";5;"In Balvaria, Germany, police have not been able to find the one responsible for 8 car fires whose damages totaled ~450,000 (euros?)";"arson_free"
"ZRijtTK8G3qN0nlr";1;"On August 30, 2018, 30,000 people in Spain received a fraud email that accused them of illegally distributing pornographic content and threatened to take legal action and sue if a fine of $11,500 was not paid out by the recipient. The email address of the sender was faked to appear to be that of a legitimate law firm in Spain, who have publically claimed the email to be a hoax. As of reporting, over $17 million of ""fines"" were paid out by recipients of the fake email. Recently, a man and a woman were caught and arrested for sending these fake emails off the basis of security camera footage of the two sending the emails in a cafe. However, there has been recent dispute and controversy over the usage of the camera footage as evidence, given that the quality of the footage is poor and it is not completely clear who the people in the recording are.";"scam_free"
"ZRijtTK8G3qN0nlr";2;"Recently, many people in Spain were sent an email asking them to pay a fine or else they would be sued for a crime. These people have paid many, many dollars. The email came from a reputable law firm, but the firm reports it to be a hoax. A man and woman have been arrested in connection to the crime because of camera footage that makes them culpable. However, it's controversial, as people debate whether camera footage can be used in this scenario, the footage is blurry, and it's not clear who the people are in the video.";"scam_free"
"ZRijtTK8G3qN0nlr";3;"Recently, an email was released that convinced people they needed to pay a fine.  These people paid a lot of money.  The email appeared to come from a reputable law firm, but the firm reports that it was a hoax.  Now, a man and a woman are suspected to have been involved in the crime, because they appear in camera footage that connects them with the crime.  However, usage of the footage is controversial, since the footage is blurry and it's hard to tell who is in the video.";"scam_free"
