"submission_id","LoadT_main","LoadT_submit","age","assess","assignmentId","author","browser","chain","comments","deadend","description","education","endTime","enjoyment","experiment_id","familiar","gender","generation","languages","os","reproduction","startDate","startTime","story_text","story_title","timeSpent","trial_number","trial_type"
9,NA,174,26,"Yes","3ZDAD0O1T2LFG9B8BEPOWUMSSHJXTP","ЕК","Chrome","hD2eFxYnfqLFQTe0","none","false","IteratedNarration_Pilot05",3,1528821206438,1,"IteratedNarration_Pilot05","No","Female",1,"English","Windows","Two 12 and 13 year old boys totally destroyed a beehive and the equipment of two bee owners, causing over 60,000 dollars worth of damage. They're facing charges of criminal mischief, burglary, and a bunch of other things. They'll be charged in juvenile court and could face up to 10 years in prison and fines of up to 10,000 dollars, but that doesn't do anything to restore the lives of the half a million bees that were destroyed in the attack on the bee farm.","Tue Jun 12 2018 12:20:33 GMT-0400 (Eastern Daylight Time)",1528820433175,"In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees",12.8877166666667,2,"reproductionDemo"
8,NA,65,24,"Yes","3AMW0RGHOEACCN4XSRTVTIUX10OPNS","ЕК","Chrome","df2XhgoES7ENgDyk",NA,"false","IteratedNarration_Pilot05",3,1528821013686,2,"IteratedNarration_Pilot05","No","Male",1,"English","Windows","In December 2017 the couple in Iowa checked 50 beehives. They found that the hives were torn apart and that their equipment have been smashed. This killed half a million bees, and did $60,000 of damage to property. Three weeks later a 12 and 13 year old boy were apparently responsible for the damage and arrested. They were charged with criminal mischief, animal cruelty, and burglary. Since they are still minors, they are charged in juvenile court and can go to prison for 10 years with a fine of $10,000.","Tue Jun 12 2018 12:21:43 GMT-0400 (Eastern Daylight Time)",1528820503323,"In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees",8.50605,1,"reproductionDemo"
8,117,65,24,"Yes","3AMW0RGHOEACCN4XSRTVTIUX10OPNS","ЕК","Chrome","RHKk2PwiOkxYdLIW",NA,"false","IteratedNarration_Pilot05",3,1528821013686,2,"IteratedNarration_Pilot05","No","Male",1,"English","Windows","January 15, 2018 a woman of 66 years old who did not have a ticket or passport went past the airport security in Chicago to London. She was able to enter the Chicago international airport on January 14. She did this by hiding her face with her hair, and passing two transportation security officers who were checking other passenger tickets. When she was checked, she tried to board the plane to Connecticut but failed. So she tried to sneak pass the officers, but was stopped. With no where to go, she stayed overnight at the airport and took a bus to the gate the next day. She got on the plane to Heathrow Airport which is in London but was stopped any further by British officers. She got back to the US on January 18, and was charged with theft and misdemeanor.","Tue Jun 12 2018 12:21:43 GMT-0400 (Eastern Daylight Time)",1528820503323,"On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight",8.50605,2,"reproductionDemo"
7,292,286,30,"Confused","3907X2AHF1DGN1F468VB1URZQ5Y2PF","ЕК","Chrome","kOHYY8cKkooaJD2H",NA,"true","IteratedNarration_Pilot05",2,1528820895714,2,"IteratedNarration_Pilot05","No","Male",2,"English","Windows","Some kids recently got in trouble for killing off a couple beehives.","Tue Jun 12 2018 11:21:55 GMT-0500 (Central Daylight Time)",1528820515457,"some kids killed some beehives and got in trouble","bees",6.33761666666667,1,"reproductionDemo"
7,99,286,30,"Confused","3907X2AHF1DGN1F468VB1URZQ5Y2PF","ЕК","Chrome","LwgVMLJIAtyifFEh",NA,"false","IteratedNarration_Pilot05",2,1528820895714,2,"IteratedNarration_Pilot05","No","Male",1,"English","Windows","A woman was attempting to sneak herself onto a different flight. She failed her first attempt, but succeeded on the next one. However, when she arrived in Britain, she was detained by Customs and was sent back to the US.","Tue Jun 12 2018 11:21:55 GMT-0500 (Central Daylight Time)",1528820515457,"On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight",6.33761666666667,2,"reproductionDemo"
6,NA,95,26,"Yes","3FE7TXL1LJV1NDGJ6LA01ZH9V1K2Q6","ЕК","Chrome","36DBys83g2FWNAhG",NA,"false","IteratedNarration_Pilot05",3,1528820830740,1,"IteratedNarration_Pilot05","No","Other",1,"english","Windows","In december 2017 a couple in Iowa checked on their farm of nearly 50 beehives to discover them smashed. Equipment had been broken, hives destoroyed, bees released. Totaled up to nearly $60,000 in damages. Three weeks later, two young boys (aged 12 and 13) were arrested for the vandalism, and charged in juvenile court for their ridiculous display. I wonder just how much they got stung.","Tue Jun 12 2018 12:20:57 GMT-0400 (Eastern Daylight Time)",1528820457765,"In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees",6.21625,1,"reproductionDemo"
6,NA,95,26,"Yes","3FE7TXL1LJV1NDGJ6LA01ZH9V1K2Q6","ЕК","Chrome","I75XOHc6ld55rCLk",NA,"false","IteratedNarration_Pilot05",3,1528820830740,1,"IteratedNarration_Pilot05","No","Other",1,"english","Windows","IN january 2018, a 66 year old woman was able to sneak onto a flightr from Chicago to London. She came in hiding her face with her hair and originally slipped past security and tried to board a flight to connecticut. She failed and was asked to sit somewhere. She ended up staying overnight and somehow getting onto a shuttle for which a boarding pass should be required. THis let her into the terminal where she boarded a flight to London. She was caught and sent back by London officials","Tue Jun 12 2018 12:20:57 GMT-0400 (Eastern Daylight Time)",1528820457765,"On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight",6.21625,2,"reproductionDemo"
5,NA,4318,26,"Yes","36PW28KO4041VDLIA98FD0BTOMOAE9","ЕК","Chrome","R3m1Jf54dDTiThfX",NA,"false","IteratedNarration_Pilot05",3,1528820822308,1,"IteratedNarration_Pilot05","No","Male",1,"english","Linux","A woman tries to go from chichago to london but is trapped by the security. She does this by hiding her face. She though she could acutally do this.","Tue Jun 12 2018 11:21:21 GMT-0500 (Central Daylight Time)",1528820481042,"On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight",5.68776666666667,1,"reproductionDemo"
5,302,4318,26,"Yes","36PW28KO4041VDLIA98FD0BTOMOAE9","ЕК","Chrome","20ZLnhMz9U27r4bs",NA,"false","IteratedNarration_Pilot05",3,1528820822308,1,"IteratedNarration_Pilot05","No","Male",1,"english","Linux","Two boys thought it was fun to run into a beehive factory and destroy the beehive and equipment. They are paying the price now.","Tue Jun 12 2018 11:21:21 GMT-0500 (Central Daylight Time)",1528820481042,"In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees",5.68776666666667,2,"reproductionDemo"
4,334,309,36,"Yes","324G5B4FB4GKLL8QVZXGIK7ZTD807M","ЕК","Chrome","HyNHvrlkYAANhtE3","I liked it. I hope I can do it again.","true","IteratedNarration_Pilot05",3,1528820793224,1,"IteratedNarration_Pilot05","No","Female",2,"English","Windows","a lady stuck onto an airplane and got caught","Tue Jun 12 2018 12:24:34 GMT-0400 (Eastern Daylight Time)",1528820674753,"a lady snuck onto an airplane and got caught.","flight",1.97451666666667,1,"reproductionDemo"
4,222,309,36,"Yes","324G5B4FB4GKLL8QVZXGIK7ZTD807M","ЕК","Chrome","kOHYY8cKkooaJD2H","I liked it. I hope I can do it again.","true","IteratedNarration_Pilot05",3,1528820793224,1,"IteratedNarration_Pilot05","No","Female",2,"English","Windows","some kids killed some beehives and got in trouble","Tue Jun 12 2018 12:24:34 GMT-0400 (Eastern Daylight Time)",1528820674753,"some kids killed some beehives and got in trouble","bees",1.97451666666667,2,"reproductionDemo"
3,NA,244,25,"Yes","37KGEN7NJ4YCF8GA866NX7ZS1FPPPO","ЕК","Chrome","3FJshIyBYGd3qrcz","Thank you!","false","IteratedNarration_Pilot05",3,1528820770883,2,"IteratedNarration_Pilot05","No","Female",1,"English","Windows","In Iowa a couple discovered that their beehive had been completely destroyed. This led to the loss of lives of many bees and destruction of property. In the search for who had done it, it turned out it was two young boys, around the age of 12. They had completely destroyed everything and were arrested for their crimes and to be tried as minors.","Tue Jun 12 2018 12:20:32 GMT-0400 (Eastern Daylight Time)",1528820432481,"In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees",5.64003333333333,1,"reproductionDemo"
3,NA,244,25,"Yes","37KGEN7NJ4YCF8GA866NX7ZS1FPPPO","ЕК","Chrome","Setrwtr44tPyn6Y8","Thank you!","false","IteratedNarration_Pilot05",3,1528820770883,2,"IteratedNarration_Pilot05","No","Female",1,"English","Windows","A woman was able to fly to another country with no passport and no flight. She snuck through Security at Chicago O'Hare. She hid from the cameras and was able to sneak through. She tried to get a domestic flight, but was not successful. She was also caught by security and asked to stay. Somehow she was still able to sneak into the international terminal. She made it all the way to the UK before she was detained by the British authorities.","Tue Jun 12 2018 12:20:32 GMT-0400 (Eastern Daylight Time)",1528820432481,"On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight",5.64003333333333,2,"reproductionDemo"
2,294,107,27,"Yes","3CCZ6YKWR8RNUBIK721CDBUW5B759O","ЕК","Firefox","HyNHvrlkYAANhtE3",NA,"false","IteratedNarration_Pilot05",2,1528820758771,2,"IteratedNarration_Pilot05","No","Male",2,"English","Windows","A lady snuck onto an airplane and got caught","Tue Jun 12 2018 12:24:24 GMT-0400 (Eastern Daylight Time)",1528820664226,"a lady snuck onto an airplane and got caught.","flight",1.57575,1,"reproductionDemo"
2,87,107,27,"Yes","3CCZ6YKWR8RNUBIK721CDBUW5B759O","ЕК","Firefox","kOHYY8cKkooaJD2H",NA,"false","IteratedNarration_Pilot05",2,1528820758771,2,"IteratedNarration_Pilot05","No","Male",2,"English","Windows","Some kids killed a beehive and got in trouble","Tue Jun 12 2018 12:24:24 GMT-0400 (Eastern Daylight Time)",1528820664226,"some kids killed some beehives and got in trouble","bees",1.57575,2,"reproductionDemo"
1,NA,NA,28,"Yes","3WEV0KO0ON0033TCVEJMSINEAGTSDT","ЕК","Chrome","HyNHvrlkYAANhtE3",NA,"false","IteratedNarration_Pilot05",3,1528820969553,2,"IteratedNarration_Pilot05","No","Male",1,"english","Windows","a lady snuck onto an airplane and got caught.","Tue Jun 12 2018 12:25:31 GMT-0400 (Eastern Daylight Time)",1528820731306,"On January 15, 2018, a woman (66 years old) without a ticket and passport slipped through airport security and took a flight from Chicago to London. The woman entered Chicago O’Hare International Airport on January 14. First, she hid her face with her hair and passed two Transportation Security Administration officers who were controlling other passenger’s boarding passes. After she was screened, she wanted to board a flight to Connecticut but failed. When the woman tried to sneak past the gate agent, she was stopped and directed to sit down. She stayed overnight at the airport and rode a shuttle bus to the international gate the next day, even though a passport and plane ticket are required to board the shuttle. She then entered a plane to Heathrow Airport (London), where she was detained by British customs officials. She arrived back in the United States on January 18. The woman is charged with theft and misdemeanor for trespassing.","flight",3.97078333333333,1,"reproductionDemo"
1,NA,NA,28,"Yes","3WEV0KO0ON0033TCVEJMSINEAGTSDT","ЕК","Chrome","kOHYY8cKkooaJD2H",NA,"false","IteratedNarration_Pilot05",3,1528820969553,2,"IteratedNarration_Pilot05","No","Male",1,"english","Windows","some kids killed some beehives and got in trouble","Tue Jun 12 2018 12:25:31 GMT-0400 (Eastern Daylight Time)",1528820731306,"In late December 2017, a couple in Iowa checked on their 50 beehives when they discovered a tragic incident. The hives had been overturned and hacked apart, the equipment had been thrown out of the shed and smashed. This destruction caused the death of half a million bees and approximately $60,000 in property damage. Nearly three weeks later, two boys (12 and 13 years old) were arrested who are allegedly responsible for the damage. The charges against them include criminal mischief, offenses to an agricultural animal facility, and burglary. Since they are still minors, they'll be charged in juvenile court where they face up to 10 years in prison and fines up to $10,000 if convicted.","bees",3.97078333333333,2,"reproductionDemo"
